component_id,factors__component_id,complexity_score,factors__num_pins,factors__generator_used,factors__has_polygon_in_footprint,factors__prefix
8bf6adfbf456e814,,0.5906476974487305,26.0,0,0,J
4088ea9906b0054c,,0.3400000035762787,48.0,1,0,U
b09e083bebdd0867,,0.20000000298023224,2.0,1,0,R
b6d809715940dca9,,0.20000000298023224,2.0,1,0,R
592e91f1263e649b,,0.20000000298023224,2.0,0,0,C
895e55d2c8f4aee2,,0.20000000298023224,14.0,1,0,U
b15873c212d1a0e1,,0.20000000298023224,2.0,1,0,R
a224c4a3d662b2a5,,0.20499999821186066,3.0,0,0,J
330e5871151b7e4f,,0.20000000298023224,2.0,1,0,C
23e54e4a1cdad687,,0.29499998688697815,14.0,0,0,U
43753d463b189538,,0.6666815280914307,36.0,0,0,J
379ff68b2fb5bebf,,0.20000000298023224,2.0,0,0,D
15f3c112cf2cc73c,,0.20000000298023224,2.0,1,0,R
fceb4cb5ed68e1fa,,0.20000000298023224,2.0,0,0,D
b4683476052f86dc,,0.20000000298023224,2.0,0,0,R
7ce8786572a129f6,,0.20000000298023224,2.0,1,0,R
38f14cf64bf76ed3,,0.20000000298023224,2.0,0,0,C
c5831291e838c5d8,,0.20000000298023224,2.0,0,0,D
2e8977a46516d9ad,,0.42499998211860657,65.0,1,0,U
4a19e0e5d7ea2d0a,,0.20000000298023224,2.0,1,0,R
4046371b6e4e8780,,0.20000000298023224,2.0,0,0,C
482bbcf76d2ae822,,0.20000000298023224,16.0,1,0,U
e7ceba762d86265a,,0.7000000476837158,400.0,1,0,U
1ef0d05263d8e220,,0.20000000298023224,2.0,1,0,L
2d0f896b780b0397,,0.3742443025112152,24.0,0,0,U
ed820039677048d5,,0.23499999940395355,6.0,0,0,U
967040b9e5b54a46,,0.20000000298023224,2.0,1,0,R
5738cc0d2ad2f506,,0.20000000298023224,2.0,0,0,C
2fe842de97801347,,0.20499999821186066,3.0,0,0,U
391ea94b7d01948b,,0.20000000298023224,2.0,1,0,R
b8c01a80a6330dd2,,0.5386987924575806,29.0,0,0,U
f6e7a52ccc45f307,,0.20000000298023224,6.0,1,0,U
c8664802c27637d0,,0.20000000298023224,2.0,0,0,L
752957088d87a076,,0.20000000298023224,4.0,1,0,U
0355ef86ef3c690e,,0.20000000298023224,2.0,0,0,C
7c34db1247ad8f64,,0.2750000059604645,10.0,0,0,U
78432fd5a93af416,,0.20999999344348907,4.0,0,0,U
c0f8b5ad7bdce177,,0.20000000298023224,3.0,1,0,Q
e87662cd42b55ff2,,0.20000000298023224,2.0,1,0,L
f4ec9ab706b9b53f,,0.6589509844779968,65.0,0,0,U
75e3c56ff87adcbf,,0.8684136271476746,100.0,0,0,U
fa4060310e8cf467,,0.20999999344348907,4.0,0,0,Y
edc50b26094c0192,,0.20000000298023224,2.0,0,0,C
31a42f9160c0fda5,,0.43725886940956116,32.0,0,0,U
bd55909b1afbc588,,0.20499999821186066,3.0,0,0,Y
b277779e581d470b,,0.20499999821186066,3.0,0,0,VR
4d3016c8f14ee27e,,0.40657633543014526,28.0,0,0,U
3a3baf9802b645cc,,0.20000000298023224,2.0,1,0,C
36c1c2e1890ddc67,,0.20000000298023224,15.0,1,0,U
0b0fca5574f2fa7d,,0.2150000035762787,5.0,0,0,U
7e33445a1c78f1b7,,0.20999999344348907,4.0,0,0,Y
fbaac69697d2b9f8,,0.20000000298023224,6.0,1,0,U
b65f098aa4575188,,0.20000000298023224,14.0,1,0,U
4b9a7343a08e3d05,,0.20000000298023224,9.0,1,0,U
97ddad0461ef4325,,0.25,9.0,0,0,U
f4150937b0114779,,0.20000000298023224,11.0,1,0,U
e53f09b7a339cdee,,0.2150000035762787,5.0,0,0,U
77756cceef4e23fa,,0.30000001192092896,40.0,1,0,U
1acc1d99a94d3106,,0.24500000476837158,8.0,0,0,K
0eb369e82c8c3b84,,0.37049999833106995,12.0,0,0,U
c0cd8327c4c52e4d,,0.23499999940395355,6.0,0,0,U
b46baa57a7b335ed,,0.24500000476837158,8.0,0,0,U
81075855052bf3a6,,0.20000000298023224,8.0,1,0,U
7667dd35a01c34ff,,0.46668151021003723,36.0,0,0,U
bbdde6951227425d,,0.24500000476837158,8.0,0,0,U
6c51130ae4606ef1,,0.29499998688697815,14.0,0,0,U
776739ffce7fee71,,0.5825100541114807,25.0,0,0,J
4b30e7aa3efb3116,,0.20000000298023224,2.0,1,0,D
c34d5e89dfc525be,,0.20999999344348907,4.0,0,0,R
6220e30d3618a9c8,,0.23499999940395355,6.0,0,0,U
4b8c1721039623de,,0.20000000298023224,17.0,1,0,U
c9efeefce227c7f7,,0.24500000476837158,8.0,0,0,U
00bffff3982aa520,,0.23499999940395355,6.0,0,0,J
7ee6ec642216267b,,0.24500000476837158,8.0,0,0,U
43565b4df5acd892,,0.2150000035762787,5.0,0,0,J
ab30b3ce4d2e4707,,0.2150000035762787,5.0,0,0,U
1a000b72a16d886f,,0.20000000298023224,2.0,1,0,R
2cf50b031374746a,,0.20000000298023224,14.0,1,0,U
3075f500ff42ae91,,0.24500000476837158,8.0,0,0,U
0efeb5a4387f9fa6,,0.26649999618530273,3.0,0,0,U
60867f0402017ff1,,0.2750000059604645,10.0,0,0,U
4c98fd43d1570435,,0.20499999821186066,3.0,0,0,Q
710dbe4e924f0766,,0.20000000298023224,8.0,1,0,U
3056c970909a261a,,0.24500000476837158,8.0,0,0,RN
26563b018331f1b7,,0.4143836498260498,29.0,0,0,U
b708be8518815c02,,0.25,9.0,0,0,T
7af78e14124fbd67,,0.20000000298023224,2.0,0,0,ANT
9d362fc7f1a901bb,,0.2150000035762787,5.0,0,0,J
c5e408fcf6877d2f,,0.43725886940956116,32.0,0,0,U
4b1d14403859a899,,0.23499999940395355,6.0,0,0,U
f7601850cdff5269,,0.24500000476837158,8.0,0,0,U
4d80cfaa4b6eda64,,0.20000000298023224,2.0,0,0,R
891dd000f9a93af9,,0.20000000298023224,5.0,1,0,U
2ddc469965e43b7e,,0.2750000059604645,10.0,0,0,SW
4f463356b7ddb291,,0.20000000298023224,2.0,0,0,J
bc163b1631ecce7f,,0.20000000298023224,2.0,1,0,R
c13643320e1a6099,,0.20000000298023224,2.0,0,0,SW
88cfca702acfd1bb,,0.20000000298023224,2.0,1,0,C
3bf8deb7fa3ea487,,0.20000000298023224,2.0,0,0,R
868d4bc3a04c81c9,,0.20000000298023224,2.0,1,0,D
961b0cbd7a37639f,,0.20000000298023224,14.0,1,0,U
05919f1317a68fd0,,0.20000000298023224,2.0,0,0,L
851fc1acb0769a8f,,0.2750000059604645,10.0,0,0,D
0d939c7088acb6d3,,0.23499999940395355,6.0,0,0,U
0166ac2a4ebf9949,,0.20000000298023224,2.0,1,0,R
b4cdf0325e1f0b86,,0.38251006603240967,25.0,0,0,U
1a3a5a11cd58a1d8,,0.20000000298023224,2.0,0,0,C
f49ecfbdac22e47a,,0.20000000298023224,8.0,1,0,U
c88bbd34048ed2f8,,0.2199999988079071,24.0,1,0,U
580f983eae208113,,0.20000000298023224,2.0,1,0,R
8a6f4dd113c803bf,,0.20000000298023224,3.0,1,0,Q
befd2539c82321f2,,0.2800000011920929,11.0,0,0,U
a594a742fa010c9e,,0.20499999821186066,3.0,0,0,U
526cd0fe9636cda2,,0.20000000298023224,2.0,0,0,C
7d7d725ed602facc,,0.23499999940395355,6.0,0,0,U
1ec97b59c2fb5747,,0.20499999821186066,3.0,0,0,Q
7dd09c38f3cc8397,,0.2750000059604645,10.0,0,0,U
6b55b1b48ac84ca5,,0.20000000298023224,16.0,1,0,U
ff1dd43dd93fc270,,0.24500000476837158,8.0,0,0,OP
4f225525492556a4,,0.30000001192092896,40.0,1,0,U
c172fc623591a65e,,0.20000000298023224,6.0,1,0,K
873b7e1ea3dad95e,,0.33500000834465027,18.0,0,0,J
b7646c79b85583ef,,0.20499999821186066,3.0,0,0,Q
76b0edf6b5bf5978,,0.38251006603240967,25.0,0,0,U
9d921f91b7ec5110,,0.20000000298023224,2.0,0,0,J
92e66f3ca0a49818,,0.20000000298023224,2.0,0,0,D
bd5d1523b5911db8,,0.20999999344348907,4.0,0,0,Y
c9c3b0036ff6e72f,,0.20000000298023224,2.0,0,0,C
86cf5f06658938a8,,0.44472062587738037,33.0,0,0,U
59029913482362ca,,0.20000000298023224,2.0,1,0,R
b7708b163c8345ec,,0.20000000298023224,16.0,1,0,U
f01fdb43cb762342,,0.20000000298023224,16.0,1,0,U
4ca9c246fba5a762,,0.3199999928474426,44.0,1,0,U
b5b1e9f04a448bc6,,0.24500000476837158,8.0,0,0,U
3186264195040385,,0.23499999940395355,6.0,0,0,U
27de7339328c53e1,,0.2150000035762787,5.0,0,0,U
9f00571cd35909e7,,0.20000000298023224,2.0,1,0,C
d268c3a5caf821f5,,0.20000000298023224,2.0,1,0,R
4e3110d9ff39b186,,0.2849999964237213,12.0,0,0,J
3e8b1fed2e6a4378,,0.20000000298023224,2.0,1,0,C
f4a2aacfa3acb044,,0.20000000298023224,2.0,1,0,R
e5c97dd49ce581d8,,0.20000000298023224,2.0,1,0,C
60d09fc003e0af7b,,0.20000000298023224,5.0,1,0,U
88795e14f3b05cf4,,0.20000000298023224,14.0,1,0,U
4fc58995658ed009,,0.20000000298023224,8.0,1,0,U
7b52526cd324363a,,0.20000000298023224,2.0,1,0,L
d7e799acc3364aac,,0.20000000298023224,16.0,1,0,U
6e9f9783a730b3b5,,0.20000000298023224,2.0,1,0,C
2336ea680bb4c552,,0.20000000298023224,20.0,1,0,U
1fa2016de3a8e898,,0.20000000298023224,2.0,1,0,R
5804e60f2a6b053a,,0.20000000298023224,2.0,1,0,C
64fa50b1f1c6f0a5,,0.20000000298023224,2.0,0,0,R
1146ee76c3989cc3,,0.20000000298023224,9.0,1,0,U
082532bffa17e1e4,,0.20000000298023224,2.0,1,0,R
7b734a73c0b3542e,,0.20000000298023224,2.0,1,0,R
6bce26a1437d09af,,0.20000000298023224,2.0,0,0,L
aab237608c892499,,0.22999998927116394,26.0,1,0,J
0c4023f6db80df8b,,0.40657633543014526,28.0,0,0,U
173a6084ce97d7f1,,0.20000000298023224,20.0,1,0,U
8c84547293eefa3b,,0.20000000298023224,16.0,1,0,U
573a574fcd6085e6,,0.20000000298023224,8.0,1,0,U
6c6931009268794c,,0.20000000298023224,2.0,0,0,C
a34ca8bf79338ac4,,0.20499999821186066,3.0,0,0,U
0bf4fa28817c63fe,,0.20000000298023224,1.0,0,0,J
19caabd42be2580f,,0.8199999928474426,64.0,0,0,J
eba2abc5a96376da,,0.24500000476837158,8.0,0,0,U
29745c99352958db,,0.2800000011920929,11.0,0,0,U
28017951c5ce7690,,0.20000000298023224,2.0,0,0,C
154dd29335d2c9f7,,0.24500000476837158,8.0,0,0,Q
9fbac82ad94d7d86,,0.2150000035762787,5.0,0,0,Q
c88b7ec58f61e4af,,0.20499999821186066,3.0,0,0,Q
16bf9dba7dbb04da,,0.2800000011920929,11.0,0,0,J
5055a2d7f3977cfc,,0.20000000298023224,2.0,0,0,J
3d27a0232558c9ff,,0.7325044274330139,77.0,0,0,U
9b322f771bf56d32,,0.20000000298023224,20.0,1,0,U
4df74d593ca7fe20,,0.20000000298023224,5.0,1,0,U
8ceafb44b7127ba6,,0.20000000298023224,20.0,1,0,U
8625c160442ec08d,,0.20000000298023224,8.0,1,0,U
63b21fe4946237b2,,0.20000000298023224,2.0,1,0,R
3166e96f47fe329e,,0.20000000298023224,2.0,0,0,D
b9bb04b5c8469657,,0.20000000298023224,8.0,1,0,U
c799da07d2e871da,,0.20000000298023224,2.0,1,0,R
c419b6fc52b57639,,0.5496960878372192,48.0,0,0,U
12ea993e997e618c,,0.20499999821186066,21.0,1,0,U
b505c4f667025553,,0.23499999940395355,6.0,0,0,Q
dd4663cb283bf918,,0.8199999928474426,64.0,0,0,J
ebaf679ff4f9d023,,0.20000000298023224,2.0,0,0,L
9ea6ac2a00cc6f36,,0.33000001311302185,17.0,0,0,U
6a2bd6b4da908811,,0.20000000298023224,2.0,1,0,R
0cc7aaca2bf54f08,,0.20000000298023224,12.0,1,0,J
38b452d9ca9856b3,,0.2150000035762787,5.0,0,0,U
d4fd8b0b8aba04f2,,0.23499999940395355,6.0,0,0,J
b7f6d01d7ecb76be,,0.20000000298023224,2.0,0,0,LS
3e01f1ee216d9055,,0.20000000298023224,3.0,1,0,U
1a3d75dd9d7611bf,,0.20000000298023224,7.0,1,0,U
d124c36ccbe5e76e,,0.28999999165534973,13.0,0,0,J
471f4531e082385e,,0.20000000298023224,16.0,1,0,U
76a03e178d9de0c6,,0.23499999940395355,6.0,0,0,J
12d5006e88de93fd,,0.20000000298023224,8.0,1,0,U
a734f04ed8689028,,0.20000000298023224,16.0,1,0,U
c83952ca9de5499b,,0.20000000298023224,2.0,0,0,D
5512e7c4980e186e,,0.20000000298023224,2.0,1,0,R
35db1f1bf8abd8a4,,0.20000000298023224,2.0,0,0,L
4b7f2d32c9e7fa11,,0.20999999344348907,4.0,0,0,Y
e485b0dda74b8d5a,,0.20000000298023224,2.0,0,0,L
81ab9729f847b0f8,,0.2150000035762787,5.0,0,0,J
22ae7fb2095bc643,,0.20499999821186066,3.0,0,0,FL
0ad458bd624bf7d3,,0.20000000298023224,9.0,1,0,U
66fe5d5fa3f39f3c,,0.23499999940395355,6.0,0,0,J
8428a9a8f45fbfe1,,0.20000000298023224,16.0,1,0,U
fc64f97bd7e6f3f2,,0.2150000035762787,5.0,0,0,Q
42f66ac4a4304029,,0.20000000298023224,7.0,1,0,U
7a90a34ca37f1bea,,0.20499999821186066,21.0,1,0,U
f8a920ba221ccedf,,0.20000000298023224,16.0,1,0,U
bd34e731a93169cb,,0.25,9.0,0,0,U
b40349d49a2499b0,,0.23499999940395355,6.0,0,0,Q
291eeceeb2369a25,,0.20000000298023224,2.0,0,0,R
76942d861d5e3934,,0.20499999821186066,3.0,0,0,SW
33e1480e0a466850,,0.20000000298023224,2.0,0,0,C
0034329283c34645,,0.32499998807907104,16.0,0,0,U
40f8c1629af120fc,,0.20000000298023224,2.0,0,0,R
eef83dc92df5f461,,0.20000000298023224,8.0,1,0,U
7a6f8379cda3e0d6,,0.2800000011920929,11.0,0,0,J
1ddf19eb79611a85,,0.32499998807907104,16.0,0,0,U
d64e650bd0b6163e,,0.23499999940395355,6.0,0,0,U
f2f4a300dfe67b01,,0.3449999988079071,20.0,0,0,J
c7058b1c4f64333b,,0.20000000298023224,14.0,1,0,U
81680a73a2022649,,0.8975850343704224,144.0,0,0,U
feb26d77756149db,,0.20000000298023224,16.0,1,0,U
f9d41bdbcb62c230,,0.20000000298023224,2.0,1,0,C
1f32605e338883ca,,0.24500000476837158,8.0,0,0,U
e0ffd06f9e0d184c,,0.3199999928474426,44.0,1,0,U
4b65b17284b9b6e2,,0.20000000298023224,2.0,0,0,R
4748b18966bb1f78,,0.3742443025112152,24.0,0,0,U
9e6f66884be2ee4f,,0.20000000298023224,20.0,1,0,U
df1edff3a62360c5,,0.2150000035762787,5.0,0,0,U
659ffba5da183f1c,,0.20499999821186066,3.0,0,0,Q
e33aefcd1a478f4a,,0.32499998807907104,16.0,0,0,U
444516f64fb239b1,,0.32499998807907104,16.0,0,0,U
e3db4e81e884aefd,,0.20000000298023224,2.0,0,0,C
fc3a271ab99155bd,,0.20000000298023224,2.0,1,0,C
ebc4acb530af70ae,,0.32499998807907104,16.0,0,0,U
e6c8ec36cd33dfa1,,0.20000000298023224,2.0,1,0,C
1c5a727fd78e0c0a,,0.25,9.0,0,0,U
ba2fe399c58516b4,,0.23999999463558197,7.0,0,0,J
527f2cc547727275,,0.20000000298023224,2.0,0,0,C
5f8c41f538bc0a82,,0.24500000476837158,8.0,0,0,J
d12c2db9c2d9db0a,,0.20000000298023224,2.0,1,0,R
190287a924d576d5,,0.24500000476837158,8.0,0,0,J
692f154376ce987e,,0.20000000298023224,2.0,0,0,R
ba810e893e77a77a,,0.2800000011920929,11.0,0,0,J
ebc4e129ab0b330f,,0.20000000298023224,8.0,1,0,U
7e9b027af3269929,,0.20000000298023224,2.0,0,0,C
95697665dc8e7b35,,0.20000000298023224,2.0,0,0,C
6cd5d286bb3d4600,,0.20000000298023224,2.0,0,0,R
e18658ebf537dfea,,0.20000000298023224,3.0,1,0,Q
7519e329a33dc4f5,,0.20999999344348907,4.0,0,0,J
6e015d41eab16cd6,,0.7318503856658936,50.0,0,0,U
f125afe192313a8c,,0.33000001311302185,17.0,0,0,U
d368c4964a2d16e3,,0.20000000298023224,2.0,0,0,L
7476692e8f5dc2e7,,0.3499999940395355,21.0,0,0,U
a1993b2e80cbd6ab,,0.2150000035762787,5.0,0,0,D
806a02e328a78c89,,0.23499999940395355,6.0,0,0,K
9d5e24831ea233e4,,0.20999999344348907,4.0,0,0,J
f79369e81057b782,,0.25,9.0,0,0,U
dfd718c7184509ae,,0.20999999344348907,4.0,0,0,U
4e8c5a36d901e5cf,,0.20000000298023224,2.0,1,0,C
addb2bac1af9e07d,,0.5684365034103394,32.0,0,0,U
2144d76d992c164e,,0.20000000298023224,2.0,0,0,R
5a58e9cc1b533e6e,,0.20000000298023224,8.0,1,0,U
b0ba6e6a94160965,,0.20000000298023224,2.0,0,0,C
e38ea750926a7272,,0.26649999618530273,3.0,0,0,J
03c0f7d15baeaa3c,,0.3449999988079071,20.0,0,0,U
0ec3aa93936a6b12,,0.20000000298023224,16.0,1,0,U
2df5cc08f3b5d4fd,,0.32499998807907104,16.0,0,0,U
b5228a61e6cafd13,,0.20000000298023224,8.0,1,0,U
4bea727683b76ee1,,0.2150000035762787,5.0,0,0,SW
81e746fea58c488f,,0.20000000298023224,3.0,1,0,U
adec4c8ad034b572,,0.2150000035762787,5.0,0,0,Q
346aafce43c7adde,,0.20000000298023224,2.0,1,0,R
d44e81875e2ef322,,0.2150000035762787,5.0,0,0,U
b0052a3f290f390e,,0.20000000298023224,2.0,1,0,C
36b9e068f77f54ad,,0.2750000059604645,10.0,0,0,U
162de1b0ec2fd401,,0.20000000298023224,2.0,0,0,L
39afb1adde97bda7,,0.4699999988079071,74.0,1,0,U
e3537d533c790c91,,0.4143836498260498,29.0,0,0,U
f482bded830af26d,,0.6589509844779968,65.0,0,0,U
34199c7ad562127d,,0.20000000298023224,5.0,1,0,U
52a406a3378340e5,,0.20499999821186066,3.0,0,0,J
f8d495156a4f11f6,,0.20999999344348907,4.0,0,0,U
4d1a87af9523848b,,0.20000000298023224,8.0,1,0,U
ff235fc67552ae15,,0.2150000035762787,5.0,0,0,U
c1f4a6512658c438,,0.24500000476837158,8.0,0,0,U
45026e6d60e73b89,,0.2750000059604645,10.0,0,0,J
216569302d49d5da,,0.6000000238418579,145.0,1,0,U
be672d4f1ef94715,,0.20000000298023224,2.0,1,0,C
c88b46c1fdbfe5be,,0.2150000035762787,5.0,0,0,J
ffba945de2f19cd0,,0.20000000298023224,2.0,1,0,C
9f1dd02a6a84c05b,,0.20000000298023224,16.0,1,0,U
44e0d3cb1e8bff4a,,0.27000001072883606,34.0,1,0,U
3669cbd48b8f1211,,0.20000000298023224,2.0,0,0,J
daa3eb3bfae97dd4,,0.32499998807907104,16.0,0,0,U
99fe79deb0f3bb65,,0.20000000298023224,2.0,1,0,D
666a11000228bc7f,,0.20499999821186066,3.0,0,0,U
