component_id,manufacturers
ff6c768bc56aa391,STMicroelectronics
8df39de64efdf41c,Fairchild
6f870730e15bf1b6,Amphenol
473148d7826c8e53,Analog Devices Inc
62c3598b58e19adc,Johanson
52cadf176b18bab3,ON Semi
a44130b98b7ec94b,Bourns
1b95d65ee15fb17b,Texas Instruments
e50bce80b78f46cc,United Chemi-Con
987b1b6ec6a0bf5d,Sullins
d7639ed72f51870c,NXP
d95a7c6fac19540f,Texas Instruments
9a5df4506d0cdfc2,Nexperia
9b67591940422470,Vishay
e50a06feaeb2168c,Wurth
ed38e0fd37a3b999,Vishay
88c0bbde6f0d1764,TDK
cf88de89275e1d81,STMicroelectronics
46281a003f91baaf,ST Microelectronics
e6f99d6ab0700639,Hirose Electric
cfb13e2ea9390df1,ON Semi
7c4cfe3bfa513b59,Vishay
dac4474d60a2fa1b,Copal
ebe908d4c1fb3ddb,Amphenol
b6346bdf1f85ab79,Texas Instruments
d5d91f700cfdf5a3,Multicomp
38cfda38c114929f,Taiyo Yuden
ef5d6cb368e3dcf3,Vishay
509d65ef1c931fd3,Vishay
97e1a3535d215ac8,Texas Instruments
8f5cbcfca682d929,Panasonic
ff6dc5658a95939e,Stackpole
f221749f91e3d301,Vishay
ac16147797befeee,Texas Instruments
2279bd981b6cabc0,Maxim Electronics
aa6bdee1eb3b94ca,Amphenol
0b37b9ca8eda19de,TDK
b89736a0fff88be1,YAGEO
856aced996fdf1f7,AVX
be4dee19912dbdf8,Dialight
f3eb5637a132b755,ABOV Semiconductor
7ed3dbdbd0b5f1e8,NXP
f38100709aa345c4,Analog Devices Inc
778ccd0f506f4b9b,Vishay
7a797d4dafc9eae5,Omron
65336ac19baf100d,Microchip
5068a8caa05e7ea2,Murata
3bc0ffcbd821fa78,Omron
8e6aa14795254424,Diodes
8fe5c5699ad26ad1,TE
b69646b79f758a7f,Omron
8514145f38b78075,Panasonic
9aead78feb493f6c,Wieson Technologies
69635269bbff83c5,Microchip
13582c80832b6b50,TE
8b2104ef8581628f,ON Semi
cfe17d97ff442e69,Harwin
6e91522e0a8a4350,Atmel
08cf50bbcfa83a13,Murata
1c8845b9f733e518,Future Technology Devices International
3f2639acd9f55472,NXP
aa8c648f28a5566e,Stackpole
cfb527bc73db2ee2,Wurth
2676cf957ec66a28,ST Microelectronics
45b197b669964537,Phoenix Contact
f8f7fc21dbf1b40d,Vishay
bd6486087d55dcca,Fairchild
6476d0c64e36c625,Bourns
51717163d3562810,Omron
b1c290a1b0e5855e,ST Microelectronics
08282634339c3536,ICE Components
b739a79cfb638f93,TT Electronics
d56fb86e6487d787,Texas Instruments
ab1926e4e49cad22,Vishay
e4d0cce67039331c,Microchip
80882d62e70a523d,Kingbright
4cfb297a06892616,Panasonic
5fb74c20b285772b,Texas Instruments
40bcf2bb0b0abf21,Raltron Electronics
e8a610c32a3b0ef4,Stackpole
79a329d7d4bf89e4,STMicroelectronics
5d57d7ccf5c46837,Microchip
551d6c47645f1092,TE
052ff228ad005875,CTS
2b6ed2755dfba734,Microchip
72d276f6fe379fd4,Abracon
b806452e10edd766,AVX
8a12a11a9f9c86d4,Microchip
a2ea25ae99c53ad1,Cmedia
32b3ee8740f2ca35,Fairchild
7e8cc1e6bec8fe24,Lite-On
4ccf584d57492ef1,Yageo / Phycomp
56861467b3fc24e6,Linear Technologies
bfd71b02bd9ebb15,Samtec
a8b408796ba0a6d4,Panasonic
9e8164794aeca0e5,Vishay
41ff5cefd31f7ddc,Vishay
3a530f1c6171c0e3,Microchip
2a8432022e055cf9,TT Electronics
521a91a1af0e6711,YAGEO
f5ac17b78fd862f8,NXP
25f2b49d55cb5819,TE
7c7c7d1d0fca25e3,Texas Instruments
1d08996c3ec99ca1,Panasonic
ce0ceb763d976c77,Kycon
a0d56c65ff5fa108,Silicon Laboratories
e18616b0ce5d0899,CW Industries
b04d057e93a77c9c,Silicon Laboratories
eab107d960ef5a07,NXP
658720d4ff5c88b5,Kingbright
d425400d0726c524,C&K
b40015573457ac70,ECS
30a1d2e3c5debfdb,Jameco
091d8cda398fa0f9,Littelfuse
bba145e810a8f1a1,ON Semi
75ac544ada0de8d2,NXP
789c1b8b5ce30efe,AVX
209648e1ca23ba6c,Texas Instruments
b65212980a7241a0,Texas Instruments
c330a4c965e47d04,ON Semi
4cac977e6f455bce,Stackpole
dea243aa1050e3db,Panasonic
e75da75d5101dcee,C&K
7d6ab94a4d724702,Diodes
cde7070f15c476f6,Microchip
c4edcca9c200208e,ST Microelectronics
5c819512e2a782b7,ON Semi
b314104c80cbeaf2,Linear Technologies
4dc4363d004fcc55,Ohmite
869f94040a878b31,Maxim Electronics
7844d808611c7cca,Texas Instruments
7833fa08fd8a3736,Maxim Electronics
5ac15c6f50f2520d,Panasonic
dac4d423b392b74c,Panasonic
3c5d215efda0239e,Omron
8a593e696f689e88,Everlight
a81be92d911bfa7e,ST Micro
d053b7f218c40007,CUI
6c292cca37b70ab6,Microsemi
a0e6c82e43fe91f3,Panasonic
7bb0fc8886b750f3,Molex
8f8b3637399b3551,ON Semi
10f36ef9bea299c3,HELISHUN
093620c4ae4d5c94,Infineon
92c17cdac9550c54,Philips
d1090574584b5c98,Littelfuse
7f606922cd0fb75a,Texas Instruments
097141ee240c3212,Traco Power
209a8a288922b750,OSRAM
8772a3eb330ff8a7,TE
02f0ae1301f33be3,Analog Devices Inc
494085c78960cdd0,Molex
48c114873379c90b,TE
9e7537b6b16a0ce0,Nexperia
35403e260d809dbc,Vishay
8dcdd3247a00e40b,MULTICOMP
a27ef035248c63b9,Molex
1466c8134661bae2,C&K
170f9025959c7744,Panasonic
7537d63c1912a3a0,Renesas Technology
813cdca89f9c64ea,TE
cd05df6e40483819,Stackpole
a9e6255be2da4257,Multicomp
d37cb6d28bb87d3b,Kemet
9d6c0fd70cbe38ac,Vishay
de062842999e7a31,Vishay
7fb78104f3e28dfa,Infineon
8abd69d8e40101d9,Norcomp
94d792b84b60a57b,Vishay
a018c4e921c80ad2,Vishay
3a9e0bbbb65623fe,Vishay
4d2e54f36956bb7c,Vishay
dd599c3af0d1e218,Panasonic
27993aad77cbb7c5,Microchip
c5ff103eff3cb9e7,Microchip
0043f4807cd8d40b,Texas Instruments
638851ef53d30a17,Vishay
a2a45fcc2da76f8b,Microchip
f5099c4fe5df4259,Linear Technologies
85254dc7ddce14ee,ROHM
026cc8028ba89c2d,Microchip
90b1d3422786edf8,THAT Corporation
d6e73821cb0be493,Panasonic
7191b5a6d77f4e07,Ohmite
096adb6025e9c18d,Texas Instruments
54349604a9e3cb7d,TE
36c8a8cc0744cada,Vishay
0e4d14c5cc0604be,Intersil
a3d7f9eeff8f95cc,ON Semi
b3c218b2099d923b,ST Micro
eff127e11944719d,Analog Devices Inc
11168555e34f751c,STMicroelectronics
0146972b692489f0,Framatome Connectors
071235fc5fb6e907,Vishay
e6ec4f4479012d27,Silicon Laboratories
24f1b789ca2f7721,Vishay
611216c19fa909de,Vishay
01258623b3e7d749,YAGEO
6894f8add7a3c1b3,Intersil
1a77b44766625c76,Samsung
1af8ab0b7d49822a,Panasonic
d113ca99e5968326,Stackpole
22e164a88dbc554f,Infineon
2e05d0a04eb8a1a8,Vishay
ea69ea73baabbe5a,Texas Instruments
2021d7addca93854,Texas Instruments
69467f634e1522da,Vishay
276a956db1c5d7d5,Maxim Electronics
969972afd030fe2a,Nexperia
f60d5df7fbf5792b,YAGEO
209a19054a67675b,Panasonic
f0d74ea97d33e2bc,Texas Instruments
593ba581a89560b6,Molex
38f4b948d60787a4,On Shore Technology
777b13d988e874cc,Vishay
9797f72576e465cb,TXC
bd38bf089d0515d2,ST Microelectronics
e05c398744630726,American Technical Ceramics
43d9fae0620f7b52,Murata
7c4573d4796e04f7,Rubycon
31c4c92a4c98ee43,Littelfuse
489333ac8a173b6e,Wuerth Elektronik
ddfdf37e0cf9b132,Murata
179286e65c20fc85,Microchip
e37157f7d7a0e73e,VLSI
1fc966900d392add,Texas Instruments
4a313d6973fe70dd,Xicon
4d09a952e15769a9,Linear Technologies
e27e0dd1d89fe656,Coilcraft
26df4b4b3f6092d7,Norcomp
111fa709945db574,Texas Instruments
6244be85bcc55ed3,Linear Technologies
a189c56680e488a8,Vishay
cac5a20a16533ffd,Vishay
a9e87c82a7a30897,Kingbright
418d8101b721a5f7,YAGEO
00ad5cd3fc167c2b,Texas Instruments
2ff4ae14fe70e763,NXP
41a5be4f8efa2650,Microchip
152d7635bafa92f0,Rectron
6bd889baf28822f4,STMicroelectronics
56036c7269950a7a,Linear Technologies
c5ac5db6615a217a,Multicomp
ef2477e61d4a17cd,Kemet
ce12599456fe4dfa,Diodes
caca48484b870c43,Texas Instruments
e933e51174c42b43,Texas Instruments
a7baf5537eff906d,CUI
85700e5381cf4c3d,3M
175e21eb1085937a,Texas Instruments
c7c53fae25ae8de4,Molex
37e701a46272fd10,Molex
401d8b6470c66402,TE
c6651db1a351d86a,EM MICROELECTRONIC
fd274f8eb9f0f306,Phoenix Contact
91cd525fd97a010c,Texas Instruments
c7505ecc7c79f0dd,Analog Devices Inc
3fd5e7fbf920a5c1,Schurter
d563698f6b20ad10,Atmel
662547133352b7c2,Vishay
345d575dc9184c8f,STMicroelectronics
ecffe854bd62c659,Littelfuse
6acd839b449e113f,Omron
13748b82542a9051,Vishay
755ed0c33ea0a6af,Central
fc23ff4f7b665f92,Linear Technologies
8807dd43f21497f0,ROHM
2c02a6661457a968,Infineon
52e6ca4b8a53bb65,Cooper Bussman Coiltronics
d204ea4bf4145e0a,Littelfuse
5ff686ca3ca38057,Aavid
ec74634e4e1b7ce7,Intersil
87429f20e2876f68,STMicroelectronics
722a37a6dcc69af0,Texas Instruments
c7937e94877c832c,Texas Instruments
4d1bc3a4775c95a7,ST Microelectronics
3dbc28a1c512d221,VISHAY DALE ELECTRONICS
68774a0f9a014728,Analog Devices Inc
c7f0037ff65ecb8d,Texas Instruments
af10c91e260d82cd,Microchip
17a688998ccf97ed,Keystone
49c3e729263d42b3,Texas Instruments
4ea31fae3ae93251,OSRAM
2b1722718aa9ea45,Bosch Sensortec
74b97ac25f35eddb,Murata
daed17a727ce8bdd,Linear Technologies
13d7c6ab29ee63f1,Antenova
e486de09bff9d81d,Neutrik
864322c1fe79a89a,YAGEO
41864f1aee76d4b6,Nexperia
8f5d9e3ff737b4bf,Bourns
fc0cfcf4448e7027,ON Semi
e09ca2cf93e71116,Panasonic
0bcc36c05fda0dba,NICHIA
edd8e4cb815ef44d,Mill-Max
b8dee9b1dbaa1888,Microchip
3e8062ba8704fb29,Texas Instruments
c6ef561662646150,Vishay
2fb938ac35ed7420,Analog Devices Inc
af6bea49b2b59245,Vishay
437dafc785f46621,Susumu
52b42b130d5711f3,YAGEO
b41bf521ad36b780,ST Micro
d3087d34295f422d,YAGEO
922a5ea2c0fbd0ab,TDK
c27311a12b0b7e7f,Littelfuse
836177e4cb02cd9d,Vishay
2426f3fca6b1cc15,Vishay
bc7ce81f443abe7a,Vishay
0abd5a196eeb34bb,ON Semi
7991808b814408fa,Microchip
3c8b08eccdf994f0,Texas Instruments
84b282b9da953469,Vishay
6be54d3f89c331d1,Murata
be4bba31bffdc0e8,Maxim Electronics
b71dc6a15dd767e0,Diodes
53d50e0890bce4a5,Vishay
681ad76902083e31,Analog Devices Inc
33324da482f01fed,Microchip Technology / Atmel
6ecf75ed3d69ba77,Murata
bf81bf143010d8ea,ON Semi
4d613ebf6b20e6d3,Analog Devices Inc
8c9a3a99daf3e776,Texas Instruments
8eff740e4750a6b6,Texas Instruments
7bee1fe651becc82,Vishay
37041f8e32d9a43f,ON Semi
b01357a056daeaad,Samsung
9f8d402500f0d6ef,Maxim Electronics
e1aceb30154a1686,Bourns
19d8338da70b0f99,Silicon Laboratories
dfbce8ea08fcc632,Texas Instruments
e17ac0008ee1ecfa,Kemet
0fd34249e7476c73,ON Semi
4808ff6b8cf0bcba,Murata
0918538c41d60b16,ON Semi
c93eaf1b2c3d88ee,Microchip
7876157b711cbb92,Toshiba
4b36ceebc08202f3,Linear Technologies
004a7aded3013bef,Multicomp
5357aaed794ebf8f,Analog Devices Inc
5e8e042bc624b803,KOA Speer
ac849218c4f7eddf,ON Semi
e078dd4c7a6e1b6d,Atmel
11289067d918d842,TDK
1ed42612a9fdddf8,YAGEO
89f4f4b7a154e6f5,GENTEQ
13b5e6ca72467de2,Texas Instruments
05aa21411a92480d,Texas Instruments
4a0ede2d5cd40246,Texas Instruments
2254212de53cc6c6,Allegro MicroSystems
9914d17a2c93403a,Linear Technologies
ae3980ad43f302f4,Philips
85ea3010fa7e0751,Panasonic
e778c538d989dc30,Texas Instruments
f25c94a28dab9be3,Analog Devices Inc
bd2c318d94f57646,ON Semi
2cef94e4844f6fe0,Microchip
ce9f6dd95d5bace2,Panasonic
1bcb49bee071e8dc,Microchip
b128df7d5944fff4,Murata
9d2d90500fec33ac,Stackpole
19714e15ed0a3381,Linear Technologies
e5e01c93a0422d61,Texas Instruments
50a9ad28ff695239,Analog Devices Inc
92c1158d2dbfd41a,YAGEO
e901104305b27770,ON Semi
1908dab5ec9cbf49,Memory Protection Devices
9b4734c28fae811e,Atmel
33349ee5bd575ef6,Texas Instruments
24c840838d30e007,Panasonic
fc70fc11bf2e6552,Vishay
e4dd3fbc522a4f8b,JCET
0c7a0b8717ddc4b2,Xilinx
794ed382e8094c64,Vishay
56e788c79d43f905,Renesas
3e10b8ebd0fa5068,Microchip
ae129cc9c4459300,Texas Instruments
5953baabb39ed003,Analog Devices Inc
e4e8f089962b2000,Stackpole
4165e26577b0cd96,Maxim Electronics
2bbf730c62fe382c,YAGEO
7247ac0c616f9ac3,Microchip
b10a6265bd6f6c78,ON Semi
617d8ed0b3034c4b,C&K
f0ffeb1aefe961b3,CUI
049c37e945a635eb,Microchip
22cbc24ddb10b2fc,Atmel
bc3f0d3051768943,Matias Corporation
ec70b6d5fd0141c7,Texas Instruments
5b3f48676c79d01d,JCET
8d019d2c35e83678,CHICAGO MINIATURE LIGHTING
f947bc392f047757,Broadcom
b8b1bbbdcfa2f041,Broadcom
cf5ebec9db3cddf7,NEXPERIA
da094156a83c79e7,ON Semi
f2039a431f1065e0,AVX
c40a73bcb2e30f2b,TE
ef86e7de8071acea,Yageo / Phycomp
f6c3bb9999db3dd5,Maxim Electronics
399665c4d7f05675,Citizen
6ce0b84fc6d5f34e,Murata
7e0fbe8bdd02f7cd,TE
72b9ff8d0d5596f4,TT Electronics
74f1ec4548040bdc,Texas Instruments
56025ff61dfe6ade,Texas Instruments
d70a6409436f9764,Panasonic
f5e9efa92cef95a7,ON Semi
8b58f5f8251b74a6,JCET
70af7005ff99d9ed,Maxim Electronics
0353d334362921f2,Evox Rifa
20c5b68e174a98e4,Samtec Inc.
b67c792837456ccc,Abracon
221137321ac8327c,CTS
8cf6882a70d01b15,Molex
5d2132237ddd4d74,TE
96066780e7027d05,NXP
c790c5cfd25fe0ed,Bourns
9bf3d1b4d9c86177,ON Semi
c065dfe8f3a08529,Bourns
f4c94f73f8fe830f,Texas Instruments
2cf78e213434569f,YAGEO
2ec687d08205642e,Figaro
c0944fc4fa4747e3,Bourns
648d575f78588eed,Susumu
f9d915c127fffbb6,Broadcom
6b00c2320140ce03,PUI
5dae13722b47b6e7,Bulgin
f238dd7825c84ee0,Switchcraft
6a7444055bc283cd,Taiyo Yuden
c5f6a239b2fa71cc,ALPS
99e3c10f80c64e75,Phoenix Contact
10c05ff4a7935ac8,Pulse Electronics Power
0c6a9947dbd017a1,Vishay
0ad814a0a05ff9e4,Atmel
410eeff4607f79ba,Analog Devices Inc
ae822137d9ad2ad1,Texas Instruments
af3947c483716785,HanRun
b9b6fcc089a28b69,YAGEO
aa11c9c40e229b57,NXP
4c3537ddd4ce3cac,YAGEO
9caf2cfa2dc0a2ba,Vishay
873e5232dd8876b2,Linear Technologies
1a1b38966b8a0cb2,Samtec
b1d3bdbc8ee8d848,ON Semi
e8ab60c9cca63e38,Abracon
4b55e2cd4d2bbf73,Texas Instruments
90b1b63d3ba6f00a,Microchip
6e50a445eb12e022,Analog Devices Inc
911e4ca3d951150c,Microchip
0e2cfeb27e56a43d,TE
dbfe9aa688ec1391,Vishay
199a1be453654095,YAGEO
d3dd47502878ebf1,Analog Devices Inc
e94612ee8a3c2e35,Sullins
24b8cd0d7a2740fc,Texas Instruments
ae6867e5ac2ab785,Vishay
2b0710e6caa26d99,Stackpole
5a662fa469e294b4,Vishay
6c35b27ec3f28535,TE
ab09a57319a4acf3,YAGEO
f5c792bb5475a9c8,Conec
d6b6fcb93f5c7e5b,ON Semi
8658c8d3aa7a0aaf,Texas Instruments
620b10a0cc141c3a,Panasonic
b69623693c69ce4e,Texas Instruments
e92ed17094fb3296,ROHM
8e935314f2b90e0b,Espressif
1196eb4280657995,Texas Instruments
43039cce0d1d2ac3,Vishay
fdc69d59deb04586,Seiko
55da8741d091dbab,NXP
bb6c9ed0fb61a710,Vishay
477164353f150c97,Vishay
a1f1520bf7b44c47,Microchip
7c4a4366c94b293f,Analog Devices Inc
94cd6c1ab6114efe,Stackpole
b371df1453a6d8ae,Vishay
a404d092abea0869,Texas Instruments
9ab3944574e101c8,Maxim Electronics
a7cf8061d1820a58,Microchip
366301b3da22ef5f,Analog Devices Inc
038f45ad45d2235b,Susumu
4af525dd3bbc367a,Texas Instruments
1ccfc66ea2e03598,Texas Instruments
d9cbc141698d0785,Microchip
a7b644669226b8ad,Microchip
751ebe63b9070148,Vishay
1c69c7699e13361d,STMicroelectronics
8d4176b16a7df68d,Fairchild
650a0039efbe1372,Microchip
7bab969df693b9ce,Vishay
c4e8a5077e8228f5,Texas Instruments
90ede62ee0daad77,ON Semi
15f25deef7dc5f6c,Microchip
f753a5dd68476cbe,New Japan Radio
a36b9646d3962704,Atmel
a519c43ba1818bc8,Linear Technologies
c1709bf3a7849486,ROHM
0697be241acb391c,ON Semi
8eec8adbf0d6fb6f,ON Semi
846ff4c11f23af4c,Lite-On
f51061ffd784e211,CTS
2c3f3a7f4a7a5bde,ON Semi
6cae2d0f54235414,Panasonic
0a7025325eb24e34,Vishay
03d428827b240de8,TDK
9c6672ae505bcb33,Maxim Electronics
25e67083aa56e013,Panasonic
73b834166656fc75,Linear Technologies
2df36d5bad75d652,TDK
d44612062c034be6,Vishay
a68bdcb73b95742a,Texas Instruments
d9e7120bec8e42c4,Molex
61832a73abc7b707,ABLIC
bc40f14e0b7be2c1,NXP
f5c5083ba83d0056,AVX
c30b89227075d5a2,Stackpole
78f743ec104e6088,ECS
69af2fef9d0727f8,Analog Devices Inc
a06e40b26350b0c0,Texas Instruments
93b7038c30dd488b,Molex
d09e23d99086d61b,TT Electronics
d006494312554b50,Renesas Technology
01ed9bf292d4d40d,Texas Instruments
9a805fd7287dc800,Lelon
34547e60841949ce,Susumu
a9e396cf9d88a42b,Texas Instruments
5716a59cb8214e68,Microchip
e45608a7507a4e11,Molex
e04ff1c18b200a48,Molex
026ba8f661042c4e,Panasonic
14a85baccc4aa5f1,Amphenol
983d8e78b7723d53,Linear Technologies
23fb9dd96bb054c2,Philips
a5d75ec39643b92a,NVE Corp/Isolation Products
5b26c50aaa514dac,Amphenol
82a73e7a16a087cc,Amphenol
933d4d598d52b12f,Amphenol
9f86b34587decf87,AVX
eb6d5809578c6d00,Multicomp
b784de6c99407b4b,YAGEO
45cd844ac43bf06b,YAGEO
ef95ba3aaadb3c8f,Vishay
aca687fe07fd53ee,Texas Instruments
0af2a4b980897078,Kemet
ef4e10956607454f,JST
e32e1c7be69b5a79,Texas Instruments
a4a094fb529a2549,Vishay
1459f0d3cb1bc84d,ON Semi
8936a0b30f9897a0,Texas Instruments
6bfd8a5f5f401aa9,SEMITEC
d52884c6da6365e3,ON Semi
e9aab26a9510a75f,VISHAY DALE ELECTRONICS
263c79d024f809ce,Analog Devices Inc
bd1422f4c3f57d63,ON Semi
5c07f07d80e87667,Analog Devices Inc
cd601027f592a637,Nexperia USA Inc.
0c5773f723102928,Infineon
120d9f7ab3f38e50,CTS
464173b6acf14fb2,Microchip
d2f8445486cb55c7,Panasonic
1b919c21e597138d,Vishay
3803ddc72284d3d2,Vishay
05ecf8ae6836d193,LEM
8a2f0bdf27b535fd,Nexperia USA Inc
c925f281d5b6a1d9,Samsung
28972aa3be5ebe64,Vishay
f4b6fd4faafe735b,Microchip
4b14e6d79b812fc9,Vishay
6f6cf94e98f7c993,Sensirion
f4f5dba9a60114f8,Microchip
a8f5ef6e7dccdde0,YXCON
e5dc8c95304e14d0,Maxim Electronics
a6fd22a45e8d0eb7,Keystone
b6a2e839a9534096,STMicroelectronics
50fad0c8eb587665,STMicroelectronics
b56f3fb36c46b19a,ON Semi
924bad964e899829,TE
15421621b0b4f0f1,YAGEO
6cd5d9078d714d56,Linear Technologies
a700cc707ce247aa,Texas Instruments
5df5a72945617747,Kemet
25fcfb9a02c0f2c1,Panasonic
774bf218eb373a68,TE
d1a85fbd16558975,Analog Devices Inc
af51fed7c7e29b78,Multicomp
dbff2c98d6c0a193,Eaton
91a96b8008e9a913,Fairchild
9af9a73ec3f04756,Vishay
223cb09910cea4b0,Tyco
fce326fbfd86814a,Texas Instruments
55c87e3366b5ea32,CUI
fb0a596393fa70ac,NXP
df8149482ae3cfe5,CTS
76d5dc5c4d9e9ce7,Texas Instruments
9a2d928792ec0769,Kingbright
a0c2ea2719c50e48,Texas Instruments
7e4dbd0ba30bf061,Linear Technologies
991d2cf11d84c4b8,Texas Instruments
e0a172a96e2dba7f,YAGEO
6d6f9660ad20790f,Vishay
f969c7d187e0bce9,Vishay
bf126b710203d3b3,Vishay
8bbb5693160fb090,Vishay
61887ab491a117ba,YAGEO
96e7bb848a7f69a3,Texas Instruments
c054d57e28cbe111,YAGEO
edbe6b0f51c0c771,YAGEO
6212aa41815defe8,Analog Devices Inc
929e677a752ae262,Vitramon
9b434c6d1feb472a,YAGEO
d64635a16ebc9ef1,YAGEO
0829d3d3ae434c2f,Analog Devices Inc
54993eb518f122f3,Microchip
281d1ef050911900,Vishay
cbd3e35c9e09ddcb,YAGEO
0bbec78c3a87e119,Vishay
bde28e902f016de5,Vishay
ec89d8faaf26547d,Vishay
fe645cb6882077cb,Panasonic
fd17441cd6f267d1,Panasonic
77397e4746afc170,ON Semi
1df9dc7eb1dbde2f,Panasonic
be7f0dce245944f4,Panasonic
6ad7ce76976548e6,Panasonic
9dc98d8357649739,Stackpole
7e81b9469520d6bd,Panasonic
b0169b0accdacbaf,Vishay
1b783ac9ab57b190,STMicroelectronics
289a0792662329de,Panasonic
d0b4fc588c2c7e43,Panasonic
f205a3241ae7fbeb,Broadcom
3538d10aba8a3809,Panasonic
edfe816fe4cb10e2,Vishay
89718a063fc00dec,Panasonic
87881c577d0a0ac4,YAGEO
ad8df6b821f79ce3,Vishay
ecf57d0877fabf9e,Vishay
9835639ca4209251,Microchip
8a2b162e784eb12e,Cypress
516e2f1a9a6510ad,Linear Technologies
67b99183a8716b13,Microchip
f75d709a40e0bdbd,YAGEO
5e1766ca930aa6b4,CODACA
a81d516684f8de13,Panasonic
35cbf9ec8ce5f44c,Murata
04ba7a7355af11e2,YAGEO
d36b57520114b781,Bourns
af5bd4642019d76d,Maxim Electronics
42b6a7c511248470,NXP
ec483f8889bac9c5,ON Semi
6c1143b14fc03bec,HIROSE
fd88456b74f6459a,Maxim Electronics
533bf555f51dbced,ROHM
59a618d4401c661e,Microchip
c5682adacbe7c701,Visual Communications
4876b4271f4032f4,Atmel
ca4bdca9c6c10e1f,Vishay
0857c22eb48f84de,Sharp
0e8eab8cdb8b1abd,NXP
a09e40730fcf82f2,Microchip
09d02eac66002a53,Texas Instruments
b50b9132cb1a66c8,Vishay
d6096803cfc3bb0a,Stackpole
bcec761c50a280c1,Texas Instruments
49e00bbc592e3839,Analog Devices Inc
4ba4a125823ecb1d,Nexperia USA Inc.
bb3de6041166cf30,Linear Technologies
88425c186b887230,Silicon Laboratories
d9c331d77bf85d25,Stackpole
8eb12b222a5a784e,Intersil
8089be3fb6cdbbc7,Analog Devices Inc
76ec77b30c8e2296,TE
78151308f904e729,Panasonic
a71e4177e27be88f,NXP
5687e4468d007608,Microchip
9797019945c930e5,Multicomp
255257d318ed1dfe,Molex
138387dbbc25c2f3,Texas Instruments
3fc7f9e556d54399,Samsung
ceb64bb9ea8f3a2d,Silicon Laboratories
0f82919349bf9b59,ITT
bbd1dea3f277d326,YAGEO
dfc4df541ffee74c,Maxim Electronics
b721bd47f9104acd,Texas Instruments
f37e61d7bc77c9f9,Maxim Electronics
6325a9fa13df7983,NXP
1c1f70515ccd7afd,Texas Instruments
6683685a540848a1,STMicroelectronics
76c8ae6db9bbcf5b,Analog Devices Inc
66255c1301112d41,Texas Instruments
c9d8d66f9fd1d06c,Maxim Electronics
ea3c2a046c83f954,Microchip
6a1c11e52198bf46,Maxim Electronics
95f11d957e5aee66,Vishay
89b04deab24c5ad8,Hammond
6a0925f4d76d2d99,ON Semi
3543d6a33f59181f,TDK
ebe42f5790f23bba,Bourns
afb38e3b8c20fa09,ON Semi
4e227d037ae5c938,Vishay
b436a3162974af83,Texas Instruments
a5bc93419de9c1cf,Vishay
1516d51d8508114a,ON Semi
e74849fa1610a773,Kemet
acacae7f211f2c75,Texas Instruments
60cd9837a0e7fe92,IQD
f9de43f845ed7511,Microchip
fe3364a0a3e6c151,Microchip
622d27c6a6a3f31e,Texas Instruments
791a6f5bde4bb0af,STMicroelectronics
81317be66a6979e8,Analog Devices Inc
e3d4664053fa1d87,TE
1a0f96efe5c6d37b,Texas Instruments
2ef838882122589f,Philips
161870a4ddd3718e,TDK
e05eae00584428f0,Ecliptek
6716c5bf420740d6,Toshiba
a474bb9bea572325,Texas Instruments
a017c0b81c9bb1ee,Panasonic
b52be3430d538b85,NXP
a5a9e01c4be90d38,Vishay
0840bddc6d119497,Texas Instruments
903741904cb42dab,ECS
1a6b9f87b7dfea6d,Samsung
ebd8fe27815572ea,Littelfuse
f66a275ddeb6550f,Texas Instruments
7077b681c42767eb,Vishay
ad5dac8c5df307eb,STMicroelectronics
6331294a77084151,Monolithic Power Systems (MPS)
cce0fccee6a2b6f1,C&K
5c7b539bba465248,SparkFun
7eceb272d3ba1e03,Infineon
03e02e97fe23c4e8,OSRAM
5498aa34c58a5501,NXP
19b712dfa2b87113,Vishay
161489cdfdd289ea,Broadcom
9bc52d8dc90a8990,Samtec
762b4bd65fa4aaac,STMicroelectronics
d50142d48f9af2c1,YAGEO
ed23eed2feb2f257,Micro Commercial
02a76786c3625c74,Vishay
d5b2f093fcbaa2fd,Molex
774a207586592534,Texas Instruments
cfa023e37c0e41c9,Panasonic
d5229a42d43ff17c,Multicomp
e23903edb47fc9e5,Broadcom
b4b743da517a2f8a,Analog Devices Inc
0177712842190e9d,Texas Instruments
76ea69a590cc67e0,Vishay
2741ba6f456c7f06,Panasonic
63cd1621aa4ccdc8,C&K
8cd2ffc6a6afddd9,Cooper
a451bae38f239d72,Infineon
7a21723d05fc0903,"Japan Aviation Electronics Industry, Ltd."
79c5b35b266aa398,Susumu
1c3b9426360892ae,Diodes
02070eed66261560,Agilent Technologies
c5c290499f1c8331,Texas Instruments
38263daafc1081ea,TE
c6b686a84554c85b,Texas Insturments
b3372692f7cc56bc,Vishay
34566cb47a4062a3,Vishay
c870e2d346be0bcc,Microchip
c800c8ec5dc708d2,Analog Devices Inc
7303d93267acbcf8,Microchip
f2cce2eba4c52231,Texas Instruments
08d6d568de9e3eeb,Microchip
755c8e6f020c6693,Taiyo Yuden
3f75344ef7c93b9b,Texas Instruments
fa2d9670f0e4b70f,LITE ON
e6e115b989b5ac34,Amphenol
3182f093799b8795,Texas Instruments
7e8d9c23c66029cf,Texas Instruments
7ff6e75f99077e87,Amphenol ICC
