component_id,manufacturers
f88ec9733d2765f6,Texas Instruments
f9ad7339a16c4695,Panasonic
fa47ba860ef3f0ec,TDK
fa666282a6751655,Texas Instruments
fb518809d65351ea,Eaton Electronics Division
fc64c3c1c92cebe1,Vishay
fca11bfad92f6674,Fox Electronics
fd551ee50af7322c,Stackpole
fe0621b89d341c8b,Vishay
fe6c59d304b9845e,ON Semi
fe6d0b346a1f4e0c,Won-Top Electronics
fe7a4693b5bae0d9,STMicroelectronics
fe99fb7922ead54a,Lattice Semiconductor
fef47b5f87783048,Linear Technologies
017514d5844d23b0,Panasonic
02075d54111a7006,Keystone
02fce1474fa114cc,Skyworks
0425e052657ded51,Murata
043be23f7e72e907,Linear Technologies
04a5fe3d358f7210,Microchip
04d7463dcf53fe9d,Panasonic
05c19775fd53de8e,Vishay
05e12dccbffa81d1,Exar
0609cadb51563d83,Diodes
0670d00d2ebeab81,Infineon Technologies AG
070c6299e8af8dfa,STMicroelectronics
081e40c7bac5d61a,Adesto Technologies
08856f5b6e9e7fe7,Stackpole
0911385b70618ea7,Nexperia USA Inc.
09343d1965b3eec4,Vishay
0968382a43d57ad5,Espressif
0aba2f176dd717a4,NXP USA Inc
0bc432f9b4a35c7c,Fairchild
0bca61656033a686,ON Semi
0ca2143badc70648,Panasonic
0ccb602035a62967,Cypress
0e992c32ca19de6f,YAGEO
0eb369e82c8c3b84,Microchip
0efeb5a4387f9fa6,Vishay
0fec35197e36f710,Samsung
0ffefd2b242c9f6c,YAGEO
1188ae3f3fea5fa2,Fairchild/ON Semiconductor
12d369741100c79f,Phoenix Contact
1357b72c084ef3a9,Vishay
142629234847b1db,Microchip
14416f9a60d1e8cf,Stackpole
14a5aebd1b76fe8d,CUI
1515e5d5c59158eb,Texas Instruments
155d19e93d8e82a4,YAGEO
1561d01dc2658c6f,Murata
16bf9dba7dbb04da,Molex
173a6084ce97d7f1,Texas Instruments
17ab12f53db7b6ce,Bel
1837a834edaf0ed0,STMicroelectronics
188d248a669a7d67,CTS
190287a924d576d5,HIROSE
19977203e322ab7f,Micron
1a3d75dd9d7611bf,Texas Instruments
1a492642623e2881,Hewlett Packard
1a7c509051cbaa55,Nexperia
1a86ca6a28864d0a,Bosch Sensortec
1a8cd2b85b324767,Taiyo Yuden
1b374a67fa3fcb7e,Micro Commercial
1b5c5abb781bdb7e,Honeywell
1b96eb69f988297d,TDK
1be7526d006c7e9f,Diodes
1cfeaca169f75baa,Vishay
201923a85cea3fc3,Hirose Connector
20ae26da5ef1ffe8,Analog Devices Inc
20cb5f945a1282d5,Texas Instruments
211f64f83669af49,Stackpole
2131064f00a1a6a7,Texas Instruments
2144d76d992c164e,Vishay
216a56c7cce219a8,Murata
216e4aae25f6e430,HIROSE
21ef6f667eb55651,Supertex
2257a3e67be0d932,Linx
229b3bbe26028023,YAGEO
22a9f2bcfb791b9e,TE
237e67ff1aad328d,Texas Instruments
24adc51836985afe,Texas Instruments
2508e515bd9e4a33,Murata
25584020f3e395e9,Kemet
2609d7ae49183d9f,AVX
27f67d0e5a593a70,TRINAMIC
28a26ccdc6dce969,Molex
2993e94f19c1c95e,Texas Instruments
2bc0ee55849f9f90,Vishay
2c1c004b92b626a8,Texas Instruments
2ccd3e0e133e1868,Molex
2de60d8ca305715d,TT Electronics
2e5d76ba3a90d6c9,ON Semi
2ecfbe01e0740890,ON Semi
2f79eb9a9f549620,Multicomp
2fbfc2eacdcd3a47,ON Semi
306498e509d681bc,NXP
3075a31ceef161ec,Texas Instruments
308813308cd97cd0,STMicroelectronics
30e121e20cd2fff4,Maxim Electronics
313479604f82cbbc,Cypress
31e4ce0c4c637286,TDK
3231f18ea32949b3,Lite-On
32905d3833b73426,Texas Instruments
32f20e48c921475f,Maxim Electronics
335e38fb1cf739f8,Littelfuse
336533c06790ca12,Wurth
336b654c5d0cc747,YAGEO
33c4310e86398cc2,Vishay
33f0d427f0274540,Microchip
34199c7ad562127d,Renesas Technology
3461cac7e6fe62e6,Supertex
34b6d4eb127a5134,YAGEO
34cafffa026139d8,YAGEO
354c04d274f78bc9,Keystone
364da9403edb98c2,Fairchild/ON Semiconductor
37b5346b9398e2b9,AVX
37c80a5b06989d29,Hirose Connector
38b452d9ca9856b3,Maxim Electronics
38b6e435278b0b34,Murata
39330183832da014,"SignalQuest, LLC"
398f63dda58de074,On Semiconductor / Fairchild
3a3968bb4917826c,Infineon
3a6ab2d89617a4e7,Bourns
3ba75ec9f971598a,YAGEO
3bc48a17154dc04a,Texas Instruments
3d11dbd1098297da,Murata
3d8d6eae7703751a,Infineon
3f24a0fec6a2de31,Bourns
3f9480c2fcbe062f,Epson Electronics
3fd1d7b23cdbb692,ALPS
401a71e091321156,TDK
409d2cd5dbcdb8d5,Western Design Center (WDC)
412c308b1f6e7a9d,TDK
41d725b10006b4d6,Wurth
42177bf0dee1c032,Nexperia
425a3231574c994c,Vishay General Semiconductor
4288e7faf47712a5,Infineon
429f1df4a95b79e2,Linear Technologies
43753d463b189538,Hirose Connector
4448fb69c2d409ba,Tyco
445e6a79b4fd502e,TE
458e7ec19a8d22a3,Citizen Finedevice Co Ltd
4598c38d35221c4c,Sullins
462183925e42a209,Linear Technologies
46e3cce52cb47899,Nexperia
478bb73e0de58a39,Everlight
47a3363e0bba2289,Toshiba
47b1cfa617db28e9,JST
d7e5684f8bc6ef8f,Microchip
494f90417fbb4477,Taiyo Yuden
4999b0d5466a6360,YAGEO
49d722a2e3d4fe60,Murata
4af7ea33a1192321,AVX
4b50f22d7b38ac8d,"Micron Technology, Inc."
4bd97de48d4410d8,Murata
4bea727683b76ee1,Omron
4c51eb280783c356,CUI
4cf386d6c04dd5f3,AVX
4f6f272b5622ec89,Omron
4f978cd6e023bdea,Bourns
51a98dce1d9318f5,Texas Instruments
51ebcded78afa2b5,Intersil
53898eb6a8d16f28,Texas Instruments
54c40e0aa076fb7c,Texas Instruments
552778e0a2a3ca2c,Texas Instruments
556b3770a8f21bdc,STMicroelectronics
5694709411dd29dc,Texas Instruments
56ff125926971b9d,Texas Instruments
57037915a1d3a54c,RECOM
573a574fcd6085e6,Texas Instruments
5749e2bd5e3c3e26,Central
58bcf632921b57b1,Taiyo Yuden
5b58ad349b8a8599,ON Semi
5c509a848bb28a5d,Texas Instruments
5cac2715f4e426dd,Murata
5d1bba43fe9df540,Vishay
5e4858ad5ad233d0,Panasonic
5f388b748a87f6aa,ON Semi
5f594646fad6d986,TDK
5ffd984dd39892de,Infineon
61ff3cb7f95ab6a9,Macronix
626075d6af8fb17e,NXP
62e69e21f83cdc46,Samsung
6301f72323dd9544,Texas Instruments
635ebe677ca42aea,MULTICOMP
63b21fe4946237b2,Panasonic
64504aa45ecfecde,Vishay
64977e6e83471aa2,NKK
65d32599ffd5f94b,Infineon Technologies AG
660eb92f1fc06e2a,Panasonic
662dfb451e9caf16,Panasonic
66f81c67c53ef57c,Power Tech
6b029970c16e31fa,Lite-On
6bb6443b2bb64a1d,Texas Instruments
6c89e733ba1d50b8,STMicroelectronics
6d8b8e1f55e66bd6,Toshiba Semiconductor
6ec713c78cf91aff,Texas Instruments
6ecafc0d38802365,Harting
70f90cf17588e400,Stackpole Electronics Inc.
71441827068a700e,Microchip
718ecd6f11cabd99,Omron
727d1ba4f0190bb8,Diodes
7286e27129167c34,Microchip
72ae1ac7b0180b14,Texas Instruments
72e6667bbb88b67b,ON Semi
735b6cf75c1d1e76,Silicon Laboratories
74772b6d18fc0a05,Vishay
75a6a53acd5d6929,Honeywell
76092dc09d97504d,Silicon Laboratories
766c83fdde8be92e,Panasonic
76da2077df1549e1,Microchip
76ff5d8aab697afa,Texas Instruments
7980922058fb50f1,Panasonic
79843405b8893fb5,Visual Communications
79a50d9a3619144f,Infineon Technologies AG
79bb288d763f8ce7,Microchip
7a486614f0e9d120,Microchip
7a4db2f8f5cdeb59,Texas Instruments
7ab2ec0f67ec1351,Murata
7abeca7afbd66173,Fairchild
7c1a044d9c70ad4b,Neutrik
7c94244249c078b0,STMicroelectronics
7ca69fc9a0e709cf,AVX
7e223ab73efa18fc,Vishay
7e33445a1c78f1b7,Abracon
7e8f2eeaca4691a0,Infineon
7e95a724a0f493f6,AVX/Kyocera
7eddb092ddc27657,Microchip
7f0b144d3ac91da9,Panasonic
7f1294d505d3abb1,Vishay
7fd041e6b51d9bef,Bourns
802ed8da2096287f,Vishay
8035abab6470fc8d,Murata
817cf238ab8d72c9,YAGEO
817e96cfc791383e,Broadcom
81dccb768a23af42,Omron
84ec6d71048140d4,Maxim Electronics
854ca72887e28c69,STMicroelectronics
85cf272e17d828a4,Microchip
85d17024cc412b84,Texas Instruments
85f2a883e97ed8dd,Molex
86cf5f06658938a8,NXP
8763a380512f835a,Microchip
877fdfc35d7df928,Cypress
88233a4993d44458,TE
88d140ed2388d62a,NXP
894fd9e21994cf8e,Vishay
8a4f7c687791f790,Texas Instruments
8a58eb59f720805e,Winbond
8a7da07fde03a946,Murata
8ae19c237b016a58,Analog Devices Inc
8b5e69343cda8d47,ON Semi
8bee73951507ffff,TDK
8c5338539fc25898,Panasonic
8ce17589c9f9dc77,SIMCom
8d4b373923310092,Nordic Power
8dae0b089bd94060,Atmel
8dc91e59cf0d55fe,Vishay
8e4090008de12d50,Harwin
8e4e8aef31f05592,C&K
8eff66e68e46bf47,Broadcom
8fbafd02c0e4979e,Linear Technologies
901f742b17e22d9c,Nexperia USA Inc.
929089fe29860377,Texas Instruments
930c47fea96de1c4,Infineon
934c25f44531e07d,Texas Instruments
934dfdc253f4243e,Panasonic
93634f8bdbb39c06,Nexperia USA Inc.
940978ee0399e57d,TXC
9421b50a4cf76286,AVX
946a1d507f82299f,Maxim Electronics
94cbc414279b8897,Nexperia
9514e8e3e912bf65,Toshiba
951b185c7375b7da,ams AG
96020ae593418305,Omron
97b495b957548650,Murata
97df4728aff59d39,Epson
99fbcb8b5d89981e,Epson
9aa2f2bcb0749cac,Vishay
9c3ca70d8c456bd9,ON Semi
9c994e792e9ef1ee,Xicon
9ce7e0efa38a9809,Diodes
9ceec3f0a39c285c,YAGEO
9cffc06f08c007b2,Vishay
9e3c8d93ab29ebc9,WIMA
9e9fdb14a6f2d109,YAGEO
9f4318ef3d476f6e,Kemet
9fc1be2b497fd4b7,Vishay
9fde57ba6f71a7ca,Analog Devices Inc
a025c84d1c0853d4,ON Semi
a076e9c35fd685ac,ON Semi
a15ca3ae72fa726d,Texas Instruments
a171a5f9affc44b7,Raltron Electronics
a1d4b2416a5801ca,Microchip
a21cd23169e40691,ON Semi
a39056657c5d1f52,Sullins
a3f082afce6bfa4a,Vishay
a44e1cca7e69ab92,Molex
6b795233f5dbae7f,Diodes
a585740fb1b866d6,RF Solutions
a675ffb8e406cda8,Microchip
a68e35995160aee8,Murata
a734f04ed8689028,NXP USA Inc.
a7511690371cede7,Littelfuse
a82d38478667695e,Murata
a9daf8cad7cd3325,Texas Instruments
a9ee4f24898d8bef,Texas Instruments
ac0cd2bb4512750e,Vishay
ac1d55edb1c27aed,SEIKO EPSON CORPORATION
acb9056a5c956d25,HIROSE
acf0aa9d66a8a773,Molex
ad7a63fdc19e3075,Bluegiga
aed029186cfc8f30,Vishay
af8f06df4ffc2985,Global Connector Technology
b01ba3491cd207df,Amphenol/FCI
b035c1cdfcc02613,STMicroelectronics
b087d819d0f558a8,Molex
b1481dbf6cd252d8,Texas Instruments
b174515a6d5915d0,Toshiba
b1da1a83211699ba,Samtec Inc.
b49f5e9dfbbdd239,Wurth
b4a4d96a9de0ce58,Fox Electronics
b508a59278db5dfe,NXP
b5ea91fa5ec0c208,Microchip
b66f674d757dfc1e,Philips
b7708b163c8345ec,STMicroelectronics
b7ed6767d5ed6b1f,Cornell Dubilier
b95ef4adf3ec5652,Intersil
ba810e893e77a77a,Molex
bafd099da11fa477,Texas Instruments
bb758e6e34d3d83b,Sullins
bc13b59c57e0af62,"Macronix International Co., Ltd."
bc90a64a1c986526,RECOM
be04e83d8f2bde56,YAGEO
be338e32321d5d74,TDK
bf682e1db9b50a9d,Taiyo Yuden
c026cff76d27eab6,Vishay
c0d142481d5eb652,ON Semi
c12eee011540c7f8,Maxim Electronics
c13643320e1a6099,E-Switch
c1b0d23d6039f556,Texas Instruments
c1e7516859ffb487,Bivar
c264f792dfd73244,Xilinx
c33e687b75afdb03,ON Semi
c36a1b650e2512b0,TDK
c3a82b39c2762a10,Global Connector Technology
c45a5ca021344551,Murata
c49d210f779733ea,TDK
c565183fc23503a9,ON Semi
c5fa2acbf741d01f,Everlight
c8e202cfbd48d12c,Diodes
c9381f50cf1268fe,Epson
c971730e0c5b97a5,Semtech
ca517905088bf0b0,Ohmite
ca54c3bc9a7ca536,Linear Technologies
cad21c3e807f59ec,ON Semi
cd5df242b244bba6,Harwin Plc
cdf2ab57a7bfaaf1,Texas Instruments
cee576b84ba84d50,AVX
cf86a45e12cf9010,Texas Instruments
cfef475737d139a9,Analog Devices Inc
d0ca9973e687190d,Murata
d156e1bb72e79d04,Maxim Electronics
d1ef216c1f05836c,Vishay
d328848e086e4217,TE
d39d6406839268c3,Maxim Electronics
d434b88772f8d7fd,Texas Instruments
d4d96ca3ac7a8202,YAGEO
d4f1ed8066bb970b,Broadcom
d584fcf9165fb6aa,Omron
d649de23d087b474,Analog Devices Inc
d6dc2fd6d12632d8,OSRAM
d768e2ee4584b0b3,JST
d76fe644da1d1680,Littelfuse
d7a57d8500956763,Honeywell
d7cd0b6f65dd77cb,Texas Instruments
d858f93e97545395,Vishay
d8b1fbf99b4b083b,Diodes
d97d9a3d6d5ba498,Texas Instruments
d9b2caa645685495,Linx Technologies Inc.
d9fc97476ad80d80,Vishay General Semiconductor
da5f70367c9a859f,Fairchild/ON Semiconductor
da603da88c3c47f7,Vishay
daf2820668903e55,CUI
db40c525bb3378c5,Coilcraft
db598f86cbd9bdfa,Linear Technologies
dbc9aaf901dbd927,Texas Instruments
de6efe3640c222d2,Eaton
ded7f452856f2b96,Vishay
dfd84b92847ac1fb,Texas Instruments
e041d4d04123c581,Linear Technologies
e21f089cbd663b71,YAGEO
e33aefcd1a478f4a,Texas Instruments
e42edd3d6ca393c3,Vishay
e4a705aca02a8279,Multicomp
e505f49c3ed1ecf4,Maxim Electronics
e61b53dafb530fc4,Epson
e710bd83beb75876,Texas Instruments
e73e325269d1f68e,YAGEO
e79c47610f8928ff,AVX
e7ae807cb80186e8,Panasonic
e8d2f1bccd55ccdc,4UCON
e907e39e826756d2,Intel / Altera
e90c37a4ead99b54,Texas Instruments
e92078d5f784d8df,Panasonic Corporation
e9d1614788f40fe1,Panasonic
e9f64c1a5213630f,Kemet
ea4cf467d4987369,Linear Technologies
eb6c399fe3b6d350,AVX
eba2abc5a96376da,Fairchild
ebeb88be356b7576,Microchip
ec0850730d567e66,Texas Instruments
ec2ace5e30fb4bc7,Stackpole
ecb50c6c8b5d39c6,Bourns
ed10830d401b9e3e,ON Semi
ed4c172085b488cf,Lattice
ed5386a2362cad15,Molex
ee3cd753ab855a4d,Bourns
ee7bf0f44719e2bb,Murata
eef809f2b41ee7b9,Stackpole
ef6f97d12e26c6c5,Panasonic
efc317abd5641b73,ON Semi
efde2a664427ed36,E-Switch
f00bf873d60bf7ad,Murata
f19ae6821233437f,Micro Commercial
f1a34b6e6da55fb1,Wurth Electronics Inc.
f2241ebb58dde635,Skyworks
f2fe90329fc966d4,Panasonic
f38ddf37f67f4574,Nexperia USA Inc.
f3c168c5e913ba61,STMicroelectronics
f5b4d85eed1adceb,Vishay
f60d89d43511865c,TE
f6234facda523376,Kemet
f6464b5108a6fc4f,Texas Instruments
f7601850cdff5269,Linear Technologies
21db087401bcc92e,Microchip
f88d09b634857eaf,TDK
f8c6972688dbf451,NXP USA Inc./Freescale
f9cad5adb169129f,Molex
fae5267babab424f,Molex
fc0b26b44056aadc,Molex
fc4b296ab086dd5d,ON Semi
fd489d7a43b2d5ca,Molex
fdd24681b6a0512b,Fairchild
fe270be0233068f2,Susumu
fe35c73081fc4248,STMicroelectronics
ff1dd43dd93fc270,ROHM
00ced89b1021dd7c,Microchip
02e432ea427f2b81,Texas Instruments
0306946f42cee95a,Molex
0325a01d276940a7,TE
049af1ed577dff41,STMicroelectronics
04a9a528b58d7451,Maxim Electronics
0507057ed106dbc9,ALPS
07964e7db2ffeed4,Fairchild
082532bffa17e1e4,Vishay
091bb414277c3b7a,Vishay
09ab248213f92e5d,AVX
0a7fae4c7074ab3d,Allegro MicroSystems
0b1563f43f5bfe74,Texas Instruments
0b288fd548b3ab31,Richtek
0bf2b3e9731925fa,Dialight
0c6fc761f03a67e8,Schurter
0cd61595a1878e70,Atmel
0e659da01b3c8d02,Bel
100b550b73ab60b8,YAGEO
104467d588cf7ef6,TA-I Technology
1078cce3ef6b67be,Diodes
10b0ec6fced557f3,JST
10f2eef5ed3961a7,ITT
10fedf2ecc0e30ed,Vishay
11789e80f1532ea4,Sullins
11e99baf87f9db5a,ON Semi
122192671b210517,OSRAM
1245b933bb6b5faa,Panasonic
12467c02e42db12e,ON Semi
13043baad0ca0cce,TE
130fb215adf42c08,YAGEO
13e2a19ec205043e,Vishay
14aa03cd42167f5a,AVX
16cae909c6e0e72c,RF Solutions
188cc4681ba8c0ac,Harwin
18f8d318ec14fc75,Stackpole
197e050c42da5d77,Analog Devices Inc
1a8252eecc0e60bf,Vishay
1acc1d99a94d3106,Kemet
1b20c6abd80f6d0e,YAGEO
1b773be162db12f8,Kemet
1c4f862725617c4f,Texas Instruments
1c586115483c9ad3,Analog Devices Inc
1c8b1178295711e5,YAGEO
1d559488b66f94dc,Texas Instruments
1d586f257a38d603,E-Switch
1dd287ec0d64f769,Honeywell
1df49292b9976697,United Chemi-Con
1e382b514a11bd15,Analog Devices Inc
1e82a53940bc77e1,Texas Instruments
1eb6628796fbb5f8,MULTICOMP
1ec9cb690740e2c3,STMicroelectronics
1ed42a620d8cbd8e,AVX
1eeb87c2288f5589,E-Switch
1efac34aeafb60a8,Murata
1f5f5901ff0565a2,Maxim Electronics
20dcd216267b5287,NXP
20e9482c5d584979,Texas Instruments
20fdd89bd056513e,Analog Devices Inc
217d0129e77e9e2c,Murata
21a087f97235d644,Texas Instruments
21fc4693846c5a3b,On Shore Technology Inc.
227006421b4d3b55,Stackpole
234e9fd4456eb4f8,"P-DUKE TECHNOLOGY CO., LTD."
2379605dbb43aadb,Microchip
241507cad89aac8d,Littelfuse
246d9be280689cbc,ON Semi
257c730346417937,Nexperia USA Inc.
25aed189dff3e583,Maxim Electronics
276e6a847d114d37,ON Semi
28bc8ea1243f8f71,InvenSense
29745c99352958db,Texas Instruments
29dd092b950c1831,HIROSE
2a2ec6660ab268dd,Vishay
2b8d891e0e8b5813,Texas Instruments
2bd5c9acd7aa16e7,Texas Instruments
2c4b016441921d52,Taiyo Yuden
2c59e25b937108d4,Texas Instruments
2c74740935fa259b,YAGEO
2cde7ad1541ad146,Murata
2dae44b8470d11b3,STMicroelectronics
2dede93a2d49fa92,Murata
2eb70cac6880e3a1,ON Semi
2ebd48537bdcab92,Texas Instruments
306aa0b44b2d695e,Microchip
31312730eb32c373,Nordic Power
31ca63ee5a4e17cc,Analog Devices Inc
32ce2b7fc04e8c21,JST
333a4c3c24c46a65,ST Microelectronics
3342bd1c46d5eece,ON Semi
34046e969640efaa,Murata
346aafce43c7adde,YAGEO
36433caeace11412,Linear Technologies
3758c5f5a507bad5,Texas Instruments
37bb6f30242a82c6,Vishay
3b1c5fe2abac44c4,Texas Instruments
3b46544dd6190fad,Wurth
3c2649378ab1840f,Lite-On
3c7f42272fe602d2,TE
3c84c496099d2909,Vishay
3d4166cec8819eda,Texas Instruments
3e15588154dea03d,Bourns
3e4de34d60eaf68d,Microchip
4075bb981a2715da,Texas Instruments
407b46617bc73cb1,Phoenix Contact
412d171ef8e6fcc4,Exar
41856ee167629845,Amphenol
435c28e4fad4f0ff,YAGEO
4360eecb83678811,Ametherm
43f48cf683afbbfb,Stackpole
443de749b1b6b387,Samsung Electro-Mechanics America
44e0d3cb1e8bff4a,Dialog Semi
451dd1acbac16f51,Samtec
4521d4bf381f46cc,Panasonic
45511da0e15e72ae,Abracon
45b31a7996bf9e8a,Murata
4739e0145bf74a03,E-Switch
4748b18966bb1f78,NXP
483f1445f13dc42f,TDK
493844af9827064d,Kemet
496d03410cbc5e2c,Microchip
4a10a308ba51e54a,Nexperia
4a19e0e5d7ea2d0a,Stackpole Electronics Inc.
4a6855b366fe8748,C&K
4b1faca3bb5c09b7,Ampak
4c9e590ab562e5b8,TE CONNECTIVITY - AMP CONNECTORS
4beb0923f323c760,Cypress
4d2ea94ad29fe3c0,Cree
4e0a7dab2b61f73f,Phoenix Contact
4e4f13d3a91989a7,Texas Instruments
4e8c5a36d901e5cf,Panasonic
4f48b482d1c99e23,Analog Devices Inc
4feb4b6ecbcd3486,Cornell Dubilier
503ad01c8f7fd2de,TDK
5101b01f3139312b,ST Micro
51faa762b9587bd4,OSRAM
52ae9b476cd910a7,Texas Instruments
52f376b59159252b,Xicon
53cb735a135b6f9e,Vishay
54b1ed6a570d16c9,Bourns
54b979ac6ee70aa7,Littelfuse
552d27667669690b,JST Sales America Inc.
559e63f7f914396a,Texas Instruments
55eff3c8e3f19264,NXP
5616959cfb089078,Nexperia
5662566f74179879,ON Semi
569cf710234e281d,TE
56eec36b4414f033,NXP
57201d20b79c4170,Analog Devices Inc
591a67466b4091eb,STMicroelectronics
5aee6b659f39ca48,Texas Instruments
5b8d0dae6d72563f,Littelfuse
5c08b591d16f1a78,Cornell Dubilier
5c164bbd8f036d1d,Lite-On
5c741474463924b8,Mallory
5ca53919bf908e03,Stackpole
5d8ba6e6cc72a792,ON Semi
5d976a29ffc871e6,YAGEO
5ef3e2d7e7943c4a,Neutrik
5f04be89eaca13ae,ON Semi
5f2a35d61bb40933,Omron
5f598016ac0a156e,ROHM
600b2d04f5619bbf,Fairchild/ON Semiconductor
6031c7bd96f8cb44,NXP
61f29a944339b997,AVX
62b1d3e8402ffae7,STMicroelectronics
62fbedc613793e13,Vishay
62ffb7db48706db1,Analog Devices Inc
642e57da1be48a7c,Keystone
6446dd8621cbe076,CTS
64568836f3c5641c,ON Semi
65dc28c2809c86fa,SEIKO EPSON CORPORATION
6638961250f1ad11,Texas Instruments
679f195726818412,Everlight
67ed654861babc64,Microchip
67f7dd9afe965144,ON Semi
6811d6f81a75ddb2,Texas Instruments
68322c13f66e50a9,Microchip
6836bf32899384ee,Fairchild
69ae112d655a1019,Panasonic
6a980de7ec2e93fb,Bourns
6aef13a0dd4e2114,AVX
6b171cf92e688306,Vishay
6b56635b60229afb,Bourns
6bf052a7c4bd0a7d,Texas Instruments
6bf6ca5eeaa95806,Microchip
6e8364cdb62259b1,Kingbright
6e8933b217087842,STMicroelectronics
6f910b9318ecc31f,Future Technology Devices International
702b9d4c8b865aaf,Texas Instruments
70f47f2bb63690be,Fairchild
71a484b8cf3fe525,Wurth
72d3082f13fe4812,Panasonic
73667cae8cf279b2,Micro Commercial
739a0d152ba873e5,Lite-On
7443d3fa23e21e5a,Infineon
746b87068be2ff84,Littelfuse
74a25c998de69b3a,Honeywell
74ca6c9956834018,Diodes
74d4672e8149876d,ON Semi
74f19925d97202e4,Microchip
7509f0cfe20d2138,TE
7512acffbd709779,Panasonic
7562be042e8b7db6,ON Semi
76a13c2a569d0944,Molex
773323bf4afaa5bd,Texas Instruments
796051c6f89b94ad,TXC
797c13028d35fd80,Texas Instruments
7aeb5f4c805f35ae,Fairchild
7bd74d9a1145cc72,Ohmite
7da34846dca7070a,CUI
7e0ebb56e0cc6e3f,Analog Devices Inc
7e9b027af3269929,AVX
7eaed35727b06529,Texas Instruments
7ede53c1e12e6752,C&K
7f32490290ad0fc5,JST Sales America Inc.
7f8644f53c1d4400,Analog Devices Inc
7fc53e487a5116e5,Abracon
809b0865261684fa,Texas Instruments
816d5cacf936a5ec,HIROSE
81ab9729f847b0f8,Amphenol
83bbac991de0901c,Diodes
83e0790af2f12dab,Digi International
84ccf57c21529d57,NXP
85a8daf17a237390,Texas Instruments
85d8de2bc37f3dca,Texas Instruments
85f2ce8df942daa1,Texas Instruments
8728e604515f4de2,Murata
87dc3ac62b3c41e3,Maxim Electronics
88291eead6038af6,Vishay
8a387333d3d17423,Texas Instruments
8a9ec1c62fd661b0,ON Semi
8ccb0296a05d5d1b,Molex
8d31af204b6f1c94,TDK
8d48f8a6d916e590,Lite-On
8dae9330c4ebe396,STMicroelectronics
8e62ea129030ca91,Atmel
8eb6f993e52db27f,Texas Instruments
8eeff764b4805646,CUI
901289f3b44693e6,Texas Instruments
919c5de17658f259,Texas Instruments
91c80afd27cc5b7f,Murata
930d78785bd01387,Analog Devices Inc
945819ab681b9f76,Texas Instruments
9495f5b9c912a56d,Future Technology Devices International
962fbf33232f2ddc,Texas Instruments
964b3a6c1fca3bce,CUI
9657c77757981fae,Skyworks
968591a2de99d243,Kemet
d12a3fa7e741aa8f,Texas Instruments
972bfc2f5dd67bf3,STMicroelectronics
97451eb76a74afd5,Winbond
977fc67d8503fda7,Panasonic
978a399d33f4ac97,NXP
9793bf46431fecf4,Vishay
97b7571110c95bd2,TE
98150ff2b2d3efeb,Microchip
983e0e0a129b5977,Microchip
984343d67e440aba,Simcon
987abf28321614d0,Myrra
98f48a16a2d0c159,Vishay
996863db3c40465c,Molex
99a202caf8837194,TE
99e6d65fc23d76d1,Murata
9a8793583d4ea599,Texas Instruments
9acff1770f2b9d92,Microchip
9c06dd9a23ca2658,AVX
9cd85890f09a551e,TDK
9cf7e04a6ba81465,Molex
9d0f161281ae4008,Texas Instruments
9e93a289cdb87cd6,TE
9ff30989c1330f65,ams AG
a0da90c0f5c4a894,Abracon
a0ef539887363a71,TE
a144ce54de31f398,Vishay
a27c1d92dcedfa27,YAGEO
a2ae1874c83a762c,Nexperia USA Inc.
a366a7f445814b55,Texas Instruments
a411bb1b8e529057,Texas Instruments
a4acb769489169b2,ON Semiconductor / Fairchild
a4f17b9bba115320,Melexis
a5d5a5de3f3e087c,Maxim Electronics
a601af40d2c2bde2,Murata
a6049ba87cd484b0,Texas Instruments
a668bde08f838b78,Bourns
ffbe501815806204,Texas Instruments
a6a42b50a9154581,Vishay
a77669b911f88acb,Fairchild
a7892de627430062,Panasonic
a8a98ffea894ca52,Microchip
a9ca863a058cfe88,Songle
a9fba1c507791b2e,Abracon
abe2f04e3c031819,Atmel Corporation
abef07b5f9c224ca,Analog Devices Inc
ac175687ec18a6ea,Texas Instruments
ac1890193bc5ea6a,Analog Devices Inc
aca7041a88f75af9,Microchip
aeca80ff4af50bac,YAGEO
aeefaa42422004bb,Vishay
aef08c415614737b,ROHM
af077873d0c00a71,Panasonic
afcf70da86bf3b8e,Texas Instruments
afe1c4fcbe4af97c,TDK
b046d17f40cc7631,TE
b0e4079d4192be8d,Vishay
b13a188220e02836,Lumberg Holding
b1896bd87ca863d7,Harwin
b19c7cbfdeab74aa,Texas Instruments
b1cf2bc0de385dbe,Vishay
b2b2a9e9a0a8af0f,TE
b2e569c57b7db833,Rohm Semicondutor
b54dcf19359ec26f,FN-LINK TECHNOLOGY LIMITED
b5b5dd8d0bae4c0a,Generic Molex
b5c9d9bed2a81152,Microchip
b5ce4a4bbb0f41d2,Vishay
b5fc73c29d0b4bff,Vishay
b64d8803ab3ec0ef,Murata
b6982b92e308ded6,SIMCOM
b6b47b15d2c7e32e,Panasonic
b6cc5706bd16d32a,Vishay
b6d809715940dca9,YAGEO
b6f0c06e826769dc,AVX
b72cd3acaaf66e90,Broadcom/Avago
b84ec30678b3b492,Panasonic
b93144b6acf2ebb1,Maxim Electronics
b97ef29ce977a3f6,TE
ba08b7620bde3b69,Future Technology Devices International
ba0eb25217eb1b56,TDK EPCOS
