manufacturerid,parentid,subid,typeid,name,createddate,modifieddate
1581,1317,NULL,1,PEC (PRODUCT ENGINEERING),10/08/2012 15:19,10/08/2012 15:19
1582,1317,NULL,1,PEC,10/08/2012 15:19,10/08/2012 15:19
1599,1335,NULL,1,Pentagon Electrical Products,10/08/2012 15:19,10/08/2012 15:19
1600,1337,NULL,1,Pepperl+Fuchs Visolux,10/08/2012 15:19,10/08/2012 15:19
1608,1344,NULL,1,SARONIX,10/08/2012 15:19,10/08/2012 15:19
1609,1345,NULL,1,Pericom,10/08/2012 15:19,10/08/2012 15:19
1615,1347,NULL,1,Perkin Elmer,10/08/2012 15:19,10/08/2012 15:19
1616,1347,NULL,1,PerkinElmer Optoelectronics,10/08/2012 15:19,10/08/2012 15:19
1630,1359,NULL,1,Otto Pfannenberg,10/08/2012 15:19,10/08/2012 15:19
1637,1367,NULL,1,PHIHONG USA,10/08/2012 15:19,10/08/2012 15:19
1643,1371,NULL,1,Philips Lighting,10/08/2012 15:19,10/08/2012 15:19
1645,1371,NULL,1,Philips Technologies,10/08/2012 15:19,10/08/2012 15:19
1658,1378,NULL,1,PHYTEC America,10/08/2012 15:19,10/08/2012 15:19
1665,1382,NULL,1,Pico,10/08/2012 15:19,10/08/2012 15:19
1681,1404,NULL,1,PLANO,10/08/2012 15:19,10/08/2012 15:19
1699,1417,NULL,1,Plato Products,10/08/2012 15:19,10/08/2012 15:19
1700,1418,NULL,1,PLATT,10/08/2012 15:19,10/08/2012 15:19
1710,1427,NULL,1,OXFORD SEMICONDUCTOR,10/08/2012 15:19,10/08/2012 15:19
1717,1431,NULL,1,PMC Sierra,10/08/2012 15:19,10/08/2012 15:19
1722,1434,NULL,1,PNY TECHNOLOGIES,10/08/2012 15:19,10/08/2012 15:19
1733,1443,NULL,1,POLYCOM®,10/08/2012 15:19,10/08/2012 15:19
1738,1447,NULL,1,POMONA,10/08/2012 15:19,10/08/2012 15:19
1775,1473,NULL,1,Power-One,10/08/2012 15:19,10/08/2012 15:19
1783,1478,NULL,1,Power Sonic,10/08/2012 15:19,10/08/2012 15:19
1794,1484,NULL,1,POWEREX MATRIX,10/08/2012 15:19,10/08/2012 15:19
1800,1491,NULL,1,POWERTIP,10/08/2012 15:19,10/08/2012 15:19
1809,1501,NULL,1,Precidip,10/08/2012 15:19,10/08/2012 15:19
1815,1505,NULL,1,Preh Werker,10/08/2012 15:19,10/08/2012 15:19
1827,1516,NULL,1,SHURITE METERS,10/08/2012 15:19,10/08/2012 15:19
1828,1516,NULL,1,Shurite,10/08/2012 15:19,10/08/2012 15:19
1838,1526,NULL,1,PRO POWER (FORMERLY FROM SPC),10/08/2012 15:19,10/08/2012 15:19
1839,1527,NULL,1,PRO POWER (FORMERLY FROM VOLTREX),10/08/2012 15:19,10/08/2012 15:19
1841,1530,NULL,1,PRO'S KIT,10/08/2012 15:19,10/08/2012 15:19
1842,1530,NULL,1,PRO'S KIT INDUSTRIES,10/08/2012 15:19,10/08/2012 15:19
1843,1530,NULL,1,PROSKIT INDUSTRIES,10/08/2012 15:19,10/08/2012 15:19
1864,1569,NULL,1,Psiber Data Systems,10/08/2012 15:19,10/08/2012 15:19
1883,1580,NULL,1,PULSE,10/08/2012 15:19,10/08/2012 15:19
1892,1585,NULL,1,AND DISPLAYS,10/08/2012 15:19,10/08/2012 15:19
1893,1586,NULL,1,AND OPTOELECTRONICS,10/08/2012 15:19,10/08/2012 15:19
1894,1587,NULL,1,INTERFAN,10/08/2012 15:19,10/08/2012 15:19
1899,1597,NULL,1,PYLE PRO,10/08/2012 15:19,10/08/2012 15:19
1912,1620,NULL,1,QUABBIN,10/08/2012 15:19,10/08/2012 15:19
1915,1622,NULL,1,Quadrant Connectors,10/08/2012 15:19,10/08/2012 15:19
1919,1628,NULL,1,Qualtek,10/08/2012 15:19,10/08/2012 15:19
1923,1629,NULL,1,QUAM NICHOLS,10/08/2012 15:19,10/08/2012 15:19
1926,1634,NULL,1,QUASAR,10/08/2012 15:19,10/08/2012 15:19
1946,1657,NULL,1,Rabone Chesterman,10/08/2012 15:19,10/08/2012 15:19
1950,1661,NULL,1,Radal Technology,10/08/2012 15:19,10/08/2012 15:19
1977,1682,NULL,1,RAKON (FORMERLY C-MAC FREQUENCY PRODUCTS,10/08/2012 15:19,10/08/2012 15:19
1980,1687,NULL,1,Showa,10/08/2012 15:19,10/08/2012 15:19
1981,1688,NULL,1,RALTRON,10/08/2012 15:19,10/08/2012 15:19
1987,1692,NULL,1,Ramtron International,10/08/2012 15:19,10/08/2012 15:19
1993,1697,NULL,1,RASPBERRY-PI,10/08/2012 15:19,10/08/2012 15:19
2008,1716,NULL,1,RDI Electronics,10/08/2012 15:19,10/08/2012 15:19
2014,1723,NULL,1,Recom Power,10/08/2012 15:19,10/08/2012 15:19
2021,1724,NULL,1,Record,10/08/2012 15:19,10/08/2012 15:19
2023,1727,NULL,1,Red Lion Controls,10/08/2012 15:19,10/08/2012 15:19
2037,1737,NULL,1,GENTEQ,10/08/2012 15:19,10/08/2012 15:19
2048,1748,NULL,1,Reliance Water Controls,10/08/2012 15:19,10/08/2012 15:19
2052,1751,NULL,1,RENA,10/08/2012 15:19,10/08/2012 15:19
2060,1757,NULL,1,Renesas Electronics America,10/08/2012 15:19,10/08/2012 15:19
2061,1757,NULL,1,Renesas Electronics America/NEC,10/08/2012 15:19,10/08/2012 15:19
2062,1757,NULL,1,RENESAS,10/08/2012 15:19,10/08/2012 15:19
2066,1757,NULL,1,Renesas Technology,10/08/2012 15:19,10/08/2012 15:19
2083,1776,NULL,1,CIRRONET,10/08/2012 15:19,10/08/2012 15:19
2091,1781,NULL,1,RHINO,10/08/2012 15:19,10/08/2012 15:19
2098,1790,NULL,1,Q-tie,10/08/2012 15:19,10/08/2012 15:19
2103,1793,NULL,1,Richtek USA,10/08/2012 15:19,10/08/2012 15:19
2111,1803,NULL,1,Ripley Tool/Miller,10/08/2012 15:19,10/08/2012 15:19
2112,1803,NULL,1,CAPEWELL / RIPLEY,10/08/2012 15:19,10/08/2012 15:19
2118,1808,NULL,1,RITELITE (SYSTEMS),10/08/2012 15:19,10/08/2012 15:19
2127,1816,NULL,1,ROBIN (ELECTRONICS),10/08/2012 15:19,10/08/2012 15:19
2128,1816,NULL,1,Robin,10/08/2012 15:19,10/08/2012 15:19
2129,1817,NULL,1,ROBNOR,10/08/2012 15:19,10/08/2012 15:19
2132,1824,NULL,1,ALLEN BRADLEY,10/08/2012 15:19,10/08/2012 15:19
2133,1825,NULL,1,ROCKWELL AUTOMATION,10/08/2012 15:19,10/08/2012 15:19
2138,1828,NULL,1,ROEBUCK,10/08/2012 15:19,10/08/2012 15:19
2142,1831,NULL,1,Oki Semiconductor,10/08/2012 15:19,10/08/2012 15:19
2146,1832,NULL,1,Rohm Semiconductor,10/08/2012 15:19,10/08/2012 15:19
2156,1840,NULL,1,Roman-Jones,10/08/2012 15:19,10/08/2012 15:19
2157,1840,NULL,1,Taylor & Jones,10/08/2012 15:19,10/08/2012 15:19
2159,1842,NULL,1,ROSE,10/08/2012 15:19,10/08/2012 15:19
2162,1843,NULL,1,Rose+Bopla Enclosures,10/08/2012 15:19,10/08/2012 15:19
2163,1844,NULL,1,RK ROSE+KRIEGER,10/08/2012 15:19,10/08/2012 15:19
2164,1844,NULL,1,Rose+Krieger,10/08/2012 15:19,10/08/2012 15:19
2197,1877,NULL,1,Ruland,10/08/2012 15:19,10/08/2012 15:19
2207,1889,NULL,1,SAB ASSOCIATED WIRE PRODUCTS,10/08/2012 15:19,10/08/2012 15:19
2209,1893,NULL,1,SAFETY FIRST AID GROUP,10/08/2012 15:19,10/08/2012 15:19
2220,1899,NULL,1,SAHARA,10/08/2012 15:19,10/08/2012 15:19
2225,1908,NULL,1,Samsung Electro-Mechanics,10/08/2012 15:19,10/08/2012 15:19
2227,1908,NULL,1,Samsung Semiconductor,10/08/2012 15:19,10/08/2012 15:19
2239,1913,NULL,1,SANDVIK COROMANT,10/08/2012 15:19,10/08/2012 15:19
2240,1914,NULL,1,Kanthal,10/08/2012 15:19,10/08/2012 15:19
2241,1915,NULL,1,ERGO SANDVIK,10/08/2012 15:19,10/08/2012 15:19
2243,1915,NULL,1,SANDVIK INSERT VBMT 16 04 08-UR 4035,10/08/2012 15:19,10/08/2012 15:19
2245,1917,NULL,1,SANGAMO CONTROLS,10/08/2012 15:19,10/08/2012 15:19
2253,1924,NULL,1,Sanwa Electric Instruments,10/08/2012 15:19,10/08/2012 15:19
2254,1925,NULL,1,SANYO DENKI - SANACE FANS,10/08/2012 15:19,10/08/2012 15:19
2255,1926,NULL,1,SANYO DENKI - SANMOTION,10/08/2012 15:19,10/08/2012 15:19
2256,1927,NULL,1,SANYO DENKI - SANUPS,10/08/2012 15:19,10/08/2012 15:19
2257,1928,NULL,1,Sanyo Denki America,10/08/2012 15:19,10/08/2012 15:19
2259,1929,NULL,1,Sanyo Energy,10/08/2012 15:19,10/08/2012 15:19
2263,1931,NULL,1,SAPPHIRE,10/08/2012 15:19,10/08/2012 15:19
2267,1935,NULL,1,SARGENT,10/08/2012 15:19,10/08/2012 15:19
2270,1937,NULL,1,Sato,10/08/2012 15:19,10/08/2012 15:19
2272,1939,NULL,1,Sauvageau Commercy Soudure,10/08/2012 15:19,10/08/2012 15:19
2273,1940,NULL,1,SAVIGNY,10/08/2012 15:19,10/08/2012 15:19
2281,1950,NULL,1,Schaffner EMC,10/08/2012 15:19,10/08/2012 15:19
2290,1953,NULL,1,Wieland Schleicher,10/08/2012 15:19,10/08/2012 15:19
2293,1955,NULL,1,KA Schmersal,10/08/2012 15:19,10/08/2012 15:19
2295,1957,NULL,1,APC,10/08/2012 15:19,10/08/2012 15:19
2296,1957,NULL,1,American Power Conversion,10/08/2012 15:19,10/08/2012 15:19
2301,1958,NULL,1,GET,10/08/2012 15:19,10/08/2012 15:19
2303,1959,NULL,1,MAGNECRAFT,10/08/2012 15:19,10/08/2012 15:19
2304,1959,NULL,1,Magnecraft / Schneider Electric,10/08/2012 15:19,10/08/2012 15:19
2306,1959,NULL,1,SE Relays Magnecraft,10/08/2012 15:19,10/08/2012 15:19
2307,1960,NULL,1,MERLIN GERIN,10/08/2012 15:19,10/08/2012 15:19
2309,1960,NULL,1,Schneider Merlin Gerin,10/08/2012 15:19,10/08/2012 15:19
2310,1961,NULL,1,MITA,10/08/2012 15:19,10/08/2012 15:19
2313,1962,NULL,1,Sarel,10/08/2012 15:19,10/08/2012 15:19
2314,1963,NULL,1,SQUARE D BY SCHNEIDER ELECTRIC,10/08/2012 15:19,10/08/2012 15:19
2315,1963,NULL,1,Square D,10/08/2012 15:19,10/08/2012 15:19
2317,1964,NULL,1,TELEMECANIQUE,10/08/2012 15:19,10/08/2012 15:19
2318,1964,NULL,1,TELEMECANIQUE GROUPE SCHNIEDER,10/08/2012 15:19,10/08/2012 15:19
2319,1964,NULL,1,TELEMECANIQUE SENSORS,10/08/2012 15:19,10/08/2012 15:19
2322,1965,NULL,1,Thorsman,10/08/2012 15:19,10/08/2012 15:19
2323,1965,NULL,1,Thorsman & Co,10/08/2012 15:19,10/08/2012 15:19
2324,1966,NULL,1,TOWER,10/08/2012 15:19,10/08/2012 15:19
2351,1990,NULL,1,SEAGATE,10/08/2012 15:19,10/08/2012 15:19
2368,2005,NULL,1,Security Center,10/08/2012 15:19,10/08/2012 15:19
2373,2009,NULL,1,SEEKA,10/08/2012 15:19,10/08/2012 15:19
2375,2012,NULL,1,Segger Microcontroller Systems,10/08/2012 15:19,10/08/2012 15:19
2376,2012,NULL,1,SEGGER,10/08/2012 15:19,10/08/2012 15:19
2380,2015,NULL,1,Seiko Instruments,10/08/2012 15:19,10/08/2012 15:19
2392,2025,NULL,1,Semelab (TT Electronics),10/08/2012 15:19,10/08/2012 15:19
2395,2028,NULL,1,Semicoa Semiconductors,10/08/2012 15:19,10/08/2012 15:19
2412,2043,NULL,1,Sensata Technologies/Airpax,10/08/2012 15:19,10/08/2012 15:19
2413,2043,NULL,1,AIRPAX,10/08/2012 15:19,10/08/2012 15:19
2416,2043,NULL,1,Airpax Senata,10/08/2012 15:19,10/08/2012 15:19
2419,2046,NULL,1,Sensitron Semiconductors,10/08/2012 15:19,10/08/2012 15:19
2439,2063,NULL,1,Serpac,10/08/2012 15:19,10/08/2012 15:19
2446,2066,NULL,1,SES,10/08/2012 15:19,10/08/2012 15:19
2454,2078,NULL,1,Sharp Microelectronics,10/08/2012 15:19,10/08/2012 15:19
2456,2078,NULL,1,Sharp Integrated Circuits,10/08/2012 15:19,10/08/2012 15:19
2457,2078,NULL,1,Sharp Electronics,10/08/2012 15:19,10/08/2012 15:19
2478,2105,NULL,1,SICK OPTIC ELECTRONIC,10/08/2012 15:19,10/08/2012 15:19
2490,2115,NULL,1,Sifam Instruments,10/08/2012 15:19,10/08/2012 15:19
2492,2120,NULL,1,Signal Transformers,10/08/2012 15:19,10/08/2012 15:19
2493,2121,NULL,1,Signal Construct,10/08/2012 15:19,10/08/2012 15:19
2494,2123,NULL,1,SIGNET (AC),10/08/2012 15:19,10/08/2012 15:19
2495,2123,NULL,1,Signet,10/08/2012 15:19,10/08/2012 15:19
2501,2132,NULL,1,Silicon Laboratories,10/08/2012 15:19,10/08/2012 15:19
2507,2134,NULL,1,SILICON SENSING SYSTEMS,10/08/2012 15:19,10/08/2012 15:19
2508,2135,NULL,1,SILICON STORAGE TECHNOLOGY,10/08/2012 15:19,10/08/2012 15:19
2524,2154,NULL,1,SIMPSON,10/08/2012 15:19,10/08/2012 15:19
2525,2154,NULL,1,Simpson Electric Company,10/08/2012 15:19,10/08/2012 15:19
2528,2158,NULL,1,Singatrons,10/08/2012 15:19,10/08/2012 15:19
2542,2178,NULL,1,SKIL,10/08/2012 15:19,10/08/2012 15:19
2551,2184,NULL,1,Skynet,10/08/2012 15:19,10/08/2012 15:19
2555,2187,NULL,1,Skyworks,10/08/2012 15:19,10/08/2012 15:19
2556,2188,NULL,1,SL Power Electronics Manufacture of Condor/Ault Brands,10/08/2012 15:19,10/08/2012 15:19
2557,2188,NULL,1,Ault / SL Power,10/08/2012 15:19,10/08/2012 15:19
2558,2188,NULL,1,Ault,10/08/2012 15:19,10/08/2012 15:19
2559,2189,NULL,1,Condor / SL Power,10/08/2012 15:19,10/08/2012 15:19
2560,2189,NULL,1,Condor,10/08/2012 15:19,10/08/2012 15:19
2561,2189,NULL,1,Condor Power Supplies,10/08/2012 15:19,10/08/2012 15:19
2576,2207,NULL,1,SMC Corporation of America,10/08/2012 15:19,10/08/2012 15:19
2580,2207,NULL,1,SMC Networks,10/08/2012 15:19,10/08/2012 15:19
2592,2221,NULL,1,Socket Communications,10/08/2012 15:19,10/08/2012 15:19
2594,2223,NULL,1,Soder Wick,10/08/2012 15:19,10/08/2012 15:19
2605,2235,NULL,1,Solar Technology,10/08/2012 15:19,10/08/2012 15:19
2611,2247,NULL,1,Solitron,10/08/2012 15:19,10/08/2012 15:19
2613,2249,NULL,1,SOLO (FIRE),10/08/2012 15:19,10/08/2012 15:19
2614,2250,NULL,1,Soloman Systech,10/08/2012 15:19,10/08/2012 15:19
2626,2261,NULL,1,Sony Electronics,10/08/2012 15:19,10/08/2012 15:19
2629,2263,NULL,1,Soshin Electric,10/08/2012 15:19,10/08/2012 15:19
2634,2271,NULL,1,Souriau Connection Technology,10/08/2012 15:19,10/08/2012 15:19
2649,2284,NULL,1,SPC/PLUGS/JACK III,10/08/2012 15:19,10/08/2012 15:19
2650,2285,NULL,1,SPC/SUBMINIATURE PUNCH,10/08/2012 15:19,10/08/2012 15:19
2653,2292,NULL,1,SPECO,10/08/2012 15:19,10/08/2012 15:19
2667,2300,NULL,1,Spectrum Controls,10/08/2012 15:19,10/08/2012 15:19
2668,2300,NULL,1,Spectrum Sensors,10/08/2012 15:19,10/08/2012 15:19
2674,2306,NULL,1,Gunther Spelsberg,10/08/2012 15:19,10/08/2012 15:19
2679,2311,NULL,1,SPIRIG ADVANCED TECHNOLOGIES,10/08/2012 15:19,10/08/2012 15:19
2683,2314,NULL,1,Sprague-Goodman,10/08/2012 15:19,10/08/2012 15:19
2689,2319,NULL,1,Hynix,10/08/2012 15:19,10/08/2012 15:19
2692,2327,NULL,1,I.O. Interconnect,10/08/2012 15:19,10/08/2012 15:19
2695,2332,NULL,1,IAR Systems Software,10/08/2012 15:19,10/08/2012 15:19
2699,2333,NULL,1,IBase Technology (USA),10/08/2012 15:19,10/08/2012 15:19
2702,2336,NULL,1,IBM Microelectronics,10/08/2012 15:19,10/08/2012 15:19
2708,2343,NULL,1,*IC-CMOS,10/08/2012 15:19,10/08/2012 15:19
2711,2345,NULL,1,ELPAC POWER SUPPLIES,10/08/2012 15:19,10/08/2012 15:19
2712,2345,NULL,1,Elpac (ICCNexergy),10/08/2012 15:19,10/08/2012 15:19
2713,2345,NULL,1,Elpac,10/08/2012 15:19,10/08/2012 15:19
2720,2352,NULL,1,ICO-RALLY,10/08/2012 15:19,10/08/2012 15:19
2728,2357,NULL,1,ICP DAS USA,10/08/2012 15:19,10/08/2012 15:19
2730,2361,NULL,1,IDEAL,10/08/2012 15:19,10/08/2012 15:19
2747,2373,NULL,1,IET,10/08/2012 15:19,10/08/2012 15:19
2749,2375,NULL,1,Ifm,10/08/2012 15:19,10/08/2012 15:19
2750,2375,NULL,1,IFM Electronics,10/08/2012 15:19,10/08/2012 15:19
2764,2390,NULL,1,Imagecraft Creations,10/08/2012 15:19,10/08/2012 15:19
2772,2397,NULL,1,H S MARSTON,10/08/2012 15:19,10/08/2012 15:19
2775,2399,NULL,1,IMO,10/08/2012 15:19,10/08/2012 15:19
2779,2406,NULL,1,IMS,10/08/2012 15:19,10/08/2012 15:19
2788,2430,NULL,1,EUPEC,10/08/2012 15:19,10/08/2012 15:19
2789,2431,NULL,1,Infineon Technologies,10/08/2012 15:19,10/08/2012 15:19
2801,2438,NULL,1,INGERSOLL RAND,10/08/2012 15:19,10/08/2012 15:19
2809,2445,NULL,1,Innovasic Semiconductor,10/08/2012 15:19,10/08/2012 15:19
2811,2447,NULL,1,INOVA MICROSYSTEMS,10/08/2012 15:19,10/08/2012 15:19
2829,2469,NULL,1,IDT Integrated Device Technology,10/08/2012 15:19,10/08/2012 15:19
2831,2469,NULL,1,INTEGRATED DEVICE TECHNOLOGY,10/08/2012 15:19,10/08/2012 15:19
2833,2469,NULL,1,IDT,10/08/2012 15:19,10/08/2012 15:19
2835,2469,NULL,1,IDT International,10/08/2012 15:19,10/08/2012 15:19
2836,2471,NULL,1,ISSI Integrated Silicon Solution,10/08/2012 15:19,10/08/2012 15:19
2839,2471,NULL,1,Integrated Silicon Solutions,10/08/2012 15:19,10/08/2012 15:19
2840,2471,NULL,1,ISSI,10/08/2012 15:19,10/08/2012 15:19
2847,2474,NULL,1,Intel (CPU),10/08/2012 15:19,10/08/2012 15:19
2866,553,NULL,1,INTERNATIONAL RESISTIVE,10/08/2012 15:19,10/08/2012 15:19
2868,2493,NULL,1,InterNiche Technologies,10/08/2012 15:19,10/08/2012 15:19
2870,2494,NULL,1,INTERQUARTZ EUROPE,10/08/2012 15:19,10/08/2012 15:19
2871,2494,NULL,1,INTERQUARTZ EUROPE),10/08/2012 15:19,10/08/2012 15:19
2886,2505,NULL,1,EUROTHERM CONTROLS,10/08/2012 15:19,10/08/2012 15:19
2887,2505,NULL,1,EUROTHERM DRIVES,10/08/2012 15:19,10/08/2012 15:19
2888,2505,NULL,1,Eurotherm,10/08/2012 15:19,10/08/2012 15:19
2890,2505,NULL,1,INVENSYS CLIMATE CONTROLS,10/08/2012 15:19,10/08/2012 15:19
2894,2509,NULL,1,ION,10/08/2012 15:19,10/08/2012 15:19
2900,2517,NULL,1,IQD FREQUENCY PRODUCTS,10/08/2012 15:19,10/08/2012 15:19
2907,2526,NULL,1,IRWIN HILMOR,10/08/2012 15:19,10/08/2012 15:19
2908,2526,NULL,1,IRWIN INDUSTRIAL TOOL,10/08/2012 15:19,10/08/2012 15:19
2909,2526,NULL,1,IRWIN RECORD,10/08/2012 15:19,10/08/2012 15:19
2910,2526,NULL,1,Irwin,10/08/2012 15:19,10/08/2012 15:19
2911,2531,NULL,1,Iskra Mis DD,10/08/2012 15:19,10/08/2012 15:19
2915,2534,NULL,1,Tip Tools,10/08/2012 15:19,10/08/2012 15:19
2925,2541,NULL,1,ITC INDUSTRIAL TIMER COMPANY,10/08/2012 15:19,10/08/2012 15:19
2930,2546,NULL,1,ITT Alcon,10/08/2012 15:19,10/08/2012 15:19
2931,2548,NULL,1,ITT Cannon,10/08/2012 15:19,10/08/2012 15:19
2935,2548,NULL,1,ITT CANNON - CCD / GENERAL,10/08/2012 15:19,10/08/2012 15:19
2937,2549,NULL,1,ITT Cleghorn Waring,10/08/2012 15:19,10/08/2012 15:19
2938,2550,NULL,1,ITT Flojet,10/08/2012 15:19,10/08/2012 15:19
2939,2551,NULL,1,ITT Jabsco,10/08/2012 15:19,10/08/2012 15:19
2940,2552,NULL,1,ITT Lowara,10/08/2012 15:19,10/08/2012 15:19
2941,2553,NULL,1,ITT LVM,10/08/2012 15:19,10/08/2012 15:19
2942,2554,NULL,1,ITT SEALECTRO,10/08/2012 15:19,10/08/2012 15:19
2943,2555,NULL,1,ITT Totton,10/08/2012 15:19,10/08/2012 15:19
2944,2556,NULL,1,VEAM,10/08/2012 15:19,10/08/2012 15:19
2945,2557,NULL,1,ITT Interconnect Solutions,10/08/2012 15:19,10/08/2012 15:19
2948,2558,NULL,1,ITW,10/08/2012 15:19,10/08/2012 15:19
2949,2558,NULL,1,ITW Construction Products,10/08/2012 15:19,10/08/2012 15:19
2950,2559,NULL,1,ITW Chemtronics,10/08/2012 15:19,10/08/2012 15:19
2951,2559,NULL,1,CHEMTRONICS,10/08/2012 15:19,10/08/2012 15:19
2956,2560,NULL,1,DEVCON,10/08/2012 15:19,10/08/2012 15:19
2957,2560,NULL,1,ITW Devcon,10/08/2012 15:19,10/08/2012 15:19
2958,2561,NULL,1,ERG COMPONENTS,10/08/2012 15:19,10/08/2012 15:19
2959,2561,7,1,ERG,10/08/2012 15:19,10/08/2012 15:19
2960,2562,NULL,1,ITW MCMURDO,10/08/2012 15:19,10/08/2012 15:19
2961,2562,NULL,1,Mcmurdo,10/08/2012 15:19,10/08/2012 15:19
2962,2564,NULL,1,ITW PANCON,10/08/2012 15:19,10/08/2012 15:19
2964,2565,NULL,1,ITW SWITCHES,10/08/2012 15:19,10/08/2012 15:19
2966,2566,NULL,1,ITW Mark-Tex,10/08/2012 15:19,10/08/2012 15:19
2968,2567,NULL,1,Baumer IVO,10/08/2012 15:19,10/08/2012 15:19
2971,2572,NULL,1,WESTCODE,10/08/2012 15:19,10/08/2012 15:19
2972,2572,NULL,1,Westcode Semiconductors,10/08/2012 15:19,10/08/2012 15:19
2973,2573,NULL,1,Zilog,10/08/2012 15:19,10/08/2012 15:19
2979,2574,NULL,1,IXYS Integrated Circuits Division,10/08/2012 15:19,10/08/2012 15:19
2980,2574,NULL,1,IXYS RF,10/08/2012 15:19,10/08/2012 15:19
2981,2574,NULL,1,IXYS SEMICONDUCTOR,10/08/2012 15:19,10/08/2012 15:19
2982,2574,NULL,1,IXYS-DIRECTED ENERGY,10/08/2012 15:19,10/08/2012 15:19
2994,2585,NULL,1,JAE Electronics,10/08/2012 15:19,10/08/2012 15:19
2999,2586,7,1,Jaeger,10/08/2012 15:19,10/08/2012 15:19
3006,2599,NULL,1,New Japan Radio,10/08/2012 15:19,10/08/2012 15:19
3007,2601,NULL,1,Jaro Components,10/08/2012 15:19,10/08/2012 15:19
3019,2616,NULL,1,Jelight Company,10/08/2012 15:19,10/08/2012 15:19
3027,2623,NULL,1,FINN JENSEN,10/08/2012 15:19,10/08/2012 15:19
3031,2627,NULL,1,Jewell Instruments,10/08/2012 15:19,10/08/2012 15:19
3033,2627,NULL,1,Jewell Modutec,10/08/2012 15:19,10/08/2012 15:19
3040,2633,NULL,1,Jo-El,10/08/2012 15:19,10/08/2012 15:19
3044,2635,NULL,1,Johanson,10/08/2012 15:19,10/08/2012 15:19
3045,2636,NULL,1,JOHANSON MANUFACTURING,10/08/2012 15:19,10/08/2012 15:19
3052,2642,NULL,1,John Wiley & Sons,10/08/2012 15:19,10/08/2012 15:19
3053,2644,NULL,1,BURGESS,10/08/2012 15:19,10/08/2012 15:19
3054,2645,NULL,1,DORMEYER,10/08/2012 15:19,10/08/2012 15:19
3055,2646,NULL,1,LEDEX,10/08/2012 15:19,10/08/2012 15:19
3056,2647,NULL,1,Parlex,10/08/2012 15:19,10/08/2012 15:19
3057,2649,NULL,1,SAIA-BURGESS,10/08/2012 15:19,10/08/2012 15:19
3060,2650,NULL,1,TH Contact,10/08/2012 15:19,10/08/2012 15:19
3065,2654,NULL,1,Jo Jo,10/08/2012 15:19,10/08/2012 15:19
3068,2656,NULL,1,OK Industries/Div of Jonard Ind,10/08/2012 15:19,10/08/2012 15:19
3069,2656,NULL,1,JONARD,10/08/2012 15:19,10/08/2012 15:19
3070,2656,NULL,1,OK INDUSTRIES,10/08/2012 15:19,10/08/2012 15:19
3071,2656,NULL,1,OK INDUSTRIES SSI,10/08/2012 15:19,10/08/2012 15:19
3080,2661,NULL,1,JST Sales America,10/08/2012 15:19,10/08/2012 15:19
3082,2661,NULL,1,JST,10/08/2012 15:19,10/08/2012 15:19
3086,2665,NULL,1,JUDD,10/08/2012 15:19,10/08/2012 15:19
3095,2671,NULL,1,K & H,10/08/2012 15:19,10/08/2012 15:19
3096,2671,NULL,1,K And H,10/08/2012 15:19,10/08/2012 15:19
3104,2680,NULL,1,KACO NEW ENERGY,10/08/2012 15:19,10/08/2012 15:19
3105,2681,NULL,1,Kai Suh Suhs,10/08/2012 15:19,10/08/2012 15:19
3113,2688,NULL,1,Kane,10/08/2012 15:19,10/08/2012 15:19
3129,2712,NULL,1,Keil Software,10/08/2012 15:19,10/08/2012 15:19
3130,2712,NULL,1,Keil Tools,10/08/2012 15:19,10/08/2012 15:19
3139,2720,NULL,1,ARCOTRONICS,10/08/2012 15:19,10/08/2012 15:19
3141,2721,NULL,1,EVOX RIFA,10/08/2012 15:19,10/08/2012 15:19
3142,2721,NULL,1,Evox Rifa / Kemet,10/08/2012 15:19,10/08/2012 15:19
3143,2721,NULL,1,Evox-Rifa,10/08/2012 15:19,10/08/2012 15:19
3150,2722,NULL,1,Kemet-BHC,10/08/2012 15:19,10/08/2012 15:19
3152,2723,NULL,1,KEMIRA SILNER 12 FILTER (PAIR) 82K1,10/08/2012 15:19,10/08/2012 15:19
3153,2724,NULL,1,KEMO ELECTRONIC,10/08/2012 15:19,10/08/2012 15:19
3158,2728,NULL,1,Kent Modular Equipment,10/08/2012 15:19,10/08/2012 15:19
3162,2732,NULL,1,KERN,10/08/2012 15:19,10/08/2012 15:19
3169,2737,NULL,1,KESTER,10/08/2012 15:19,10/08/2012 15:19
3182,2748,NULL,1,KEYSTONE,10/08/2012 15:19,10/08/2012 15:19
3191,2752,NULL,1,KG,10/08/2012 15:19,10/08/2012 15:19
3197,2760,NULL,1,KIMBERLY CLARK,10/08/2012 15:19,10/08/2012 15:19
3205,2766,NULL,1,Kingstate Electronics,10/08/2012 15:19,10/08/2012 15:19
3208,2767,NULL,1,KINGSTON,10/08/2012 15:19,10/08/2012 15:19
3219,2772,NULL,1,KITAGAWA INDUSTRIES,10/08/2012 15:19,10/08/2012 15:19
3230,2783,NULL,1,KNITTER SWITCH,10/08/2012 15:19,10/08/2012 15:19
3232,2785,NULL,1,Knott Systems,10/08/2012 15:19,10/08/2012 15:19
3239,2790,NULL,1,KOA,10/08/2012 15:19,10/08/2012 15:19
3241,2790,NULL,1,KOA Speer,10/08/2012 15:19,10/08/2012 15:19
