manufacturerid,name,parentid,address,active,statusid,createddate,modifieddate,metaname,searchweight,icd_weight,isICD
716,Verderflex,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.571429,0
717,Vericon,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
718,Verifone,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
719,Vermason,NULL,http://www.vermason.co.uk/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0768683,0
720,Vermont Gage,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.163889,0
721,Vernitron,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
722,Vero Electronics,NULL,http://www.hb-hdd.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.183951,0
723,Vero Power,NULL,http://www.veropower.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00740741,0
724,VIA Technologies,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:10,NULL,1,0.00658824,1
725,Vibrachoc,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
726,Vibtec,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.324242,0
727,Vicor,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.965893,1
728,Victorinox,NULL,http://www.victorinox.ch,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0804878,0
729,Videk,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.524048,0
730,Video Domain,NULL,NULL,1,NULL,10/08/2012 15:18,15/08/2014 19:54,Video Domain,1,0.1,0
731,Video Mount Products,NULL,NULL,1,NULL,10/08/2012 15:18,15/08/2014 19:54,Video Mount,1,0,0
732,Videologic,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
733,Videx,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.075,0
734,ViewSonic,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.532558,0
735,Vigortronix,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.796711,1
736,Vikan,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
737,Vikas Vibrationskontrol,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
738,Viking Electronics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
739,Vincotech,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.174603,1
740,Violet,NULL,http://www.tocos.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,1,1
741,Virax,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0714286,0
742,Virginia Optoelectronics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
743,Virginia Plastics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
744,Virtual Industries,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
745,Visaton,NULL,http://www.visaton.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0730212,1
746,Vise-Grip,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.292857,0
747,Vishay Angstrohm,779,http://www.VISHAY.com/company/brands/angstrohm/,1,NULL,10/08/2012 15:18,07/09/2014 18:13,Vishay Angstrohm,1,0,1
748,Vishay Aztronic,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:14,Vishay Aztronic,1,0,1
749,Vishay BCcomponents,779,http://www.VISHAY.com/company/brands/bccomponents/,1,NULL,10/08/2012 15:18,07/09/2014 18:14,Vishay BC components,1,0.66463,1
750,Vishay Beyschlag,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:14,Vishay Beyschlag,1,0.640141,1
751,Vishay Cera-Mite,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:16,Vishay Cera-Mite,1,0.966435,1
752,Vishay Copal,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:16,Vishay Copal,1,0.2,1
753,Vishay Dale Thin Film,779,http://www.VISHAY.com/company/brands/thin-film/,1,NULL,10/08/2012 15:18,07/09/2014 18:16,Vishay Dale Thin Film,1,0.158255,1
754,Vishay Dale,779,http://www.VISHAY.com/company/brands/dale/,1,NULL,10/08/2012 15:18,07/09/2014 18:16,Vishay Dale,1,0.88016,1
755,Vishay Draloric,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:16,Vishay Draloric,1,0.549685,1
756,Vishay Electro-Films,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:16,Vishay Electro-Films,1,0.110738,1
757,VPG Foil Resistors,766,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:16,Vishay Foil Resistors,1,0.634717,1
759,Vishay Huntington,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:16,Vishay Huntington,1,0.777692,1
760,Vishay I.R.,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:16,Vishay I.R.,1,0.46933,1
761,Vishay Intertechnology,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:16,Vishay Intertechnology,1,0.05929,1
762,VPG Micro-Measurements,766,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:17,Vishay Micro-Measurements,1,0.0310287,1
763,Vishay OS-CON ,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:17,Vishay OS-CON ,1,0.565421,1
764,Vishay PCS,779,http://www.VISHAY.com/irf-products/,1,NULL,10/08/2012 15:18,07/09/2014 18:17,Vishay PCS,1,1,1
765,Vishay Phoenix,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:17,Vishay Phoenix,1,0.859287,1
766,Vishay Precision Group,NULL,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:17,Vishay Precision,1,0.991594,1
767,Vishay Roederstein,779,http://www.VISHAY.com/company/brands/roederstein/,1,NULL,10/08/2012 15:18,07/09/2014 18:17,Vishay Roederstein,1,0.750768,1
768,Vishay Semiconductors,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:17,Vishay Semiconductors,1,0.887786,1
769,Vishay Sfernice,779,http://www.VISHAY.com/company/brands/sfernice/,1,NULL,10/08/2012 15:18,07/09/2014 18:17,Vishay Sfernice,1,0.798681,1
770,Vishay Siliconix,779,http://www.VISHAY.com/company/brands/siliconix/,1,NULL,10/08/2012 15:18,07/09/2014 18:17,Vishay Siliconix,1,0.887408,1
771,Vishay Small Signal,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:17,Vishay Small Signal,1,0,1
772,Vishay Spectrol,779,http://www.VISHAY.com/company/brands/spectrol/,1,NULL,10/08/2012 15:18,07/09/2014 18:17,Vishay Spectrol,1,0.589496,1
773,Vishay Sprague,779,http://www.VISHAY.com/company/brands/sprague/,1,NULL,10/08/2012 15:18,07/09/2014 18:18,Vishay Sprague,1,0.812711,1
774,Vishay Tansitor,779,http://www.VISHAY.com/,1,NULL,10/08/2012 15:18,30/06/2015 19:48,Vishay Tansitor,1,0.500794,1
775,Vishay Techno,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:18,Vishay Techno,1,0.851852,1
776,Vishay Telefunken,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:18,Vishay Telefunken,1,0.0916031,1
777,Vishay Ultronix,779,NULL,1,NULL,10/08/2012 15:18,07/09/2014 18:18,Vishay Ultronix,1,0,1
778,Vishay Vitramon,779,http://www.VISHAY.com/company/brands/vitramon/,1,NULL,10/08/2012 15:18,07/09/2014 18:18,Vishay Vitramon,1,0.67367,1
779,Vishay,NULL,http://www.VISHAY.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.549786,1
780,Visio,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
781,Vision Clear,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
782,Vision Engineering,NULL,http://www.visioneng.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
783,Visionalert,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.870968,0
784,Viso,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00977444,0
785,Vista,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0272727,0
786,Vistaton,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
787,Visual Communications,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 20:42,NULL,1,0.347221,1
788,Visualux,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.4125,0
789,Vitec Transformer,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
790,Bel Vitelec,4092,NULL,1,NULL,10/08/2012 15:18,28/06/2017 15:07,Bel Vitelec,1,0.573541,1
791,Vitesse,NULL,https://www.vitesse.com/,1,NULL,10/08/2012 15:18,30/06/2015 18:42,NULL,1,0.119101,1
792,Vitrex,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
793,Vitrohm,NULL,http://www.vitrohm.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.872427,1
794,VLC,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.05,0
795,VLM,NULL,http://www.vlm.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0924242,1
796,VLSI,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00460123,1
797,VMP,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
798,Voelkel,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
799,Vogel,NULL,http://www.vogel.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.026,0
800,Vogt,NULL,http://www.vogt.ch/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.075076,0
801,Voice Active,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
802,Vokes,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
803,Volac,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
804,Volex,NULL,http://www.volex.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.108116,1
805,Volgen,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.449013,0
806,Volkel,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00714286,0
808,Volt Plastics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
809,Voltage Multipliers,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.65625,1
810,Voltech,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
811,Voltex,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.45,0
812,Voltrex,NULL,http://www.spctechnology.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
813,Knowles Voltronics,2787,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.882682,1
814,Vomm,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0702128,0
815,Vortice,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
816,Vossloh Schwabe,NULL,http://www.vossloh-schwabe.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0586207,1
817,Vox Power,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.566038,0
818,Voyager,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
819,VTI,NULL,http://www.vti.fi/,1,NULL,10/08/2012 15:18,30/06/2015 18:42,NULL,1,0.0330396,1
820,Vulcan Tools,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
821,Vulcascot,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.159777,0
822,Vulcasot,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
823,Vulkan,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.26,0
824,VXI Power,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.133333,1
825,Vynckier Enclosure Systems,NULL,http://www.enclosuresonline.com/,1,NULL,10/08/2012 15:18,30/06/2015 18:43,NULL,1,0.680362,0
826,Vynex,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.654545,0
827,W Hughes,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.75,0
828,W Sohngen,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
829,W. Schmid,NULL,http://www.led-lamps.ch,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.190476,1
830,WW Fischer,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
831,WJ Roberts,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
832,WM Berg,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0454545,0
833,Wabash,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
834,Wachendorff,NULL,http://www.wachendorff.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.262842,0
835,Wacker,NULL,http://www.wacker.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
836,Wacom,NULL,http://www.wacom-europe.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.000909091,0
837,Wade,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0981132,0
838,Waeco,NULL,http://www.waeco.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0333333,0
839,Wafi,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
840,WAG,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
841,Wagner+Grimm,NULL,http://www.wagnergrimm.ch/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.571429,0
842,WAGO,NULL,http://www.wago.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.340576,1
843,Wahl,NULL,http://www.iso-tip.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.192593,0
844,Wakefield,NULL,http://www.wakefield.com/,1,NULL,10/08/2012 15:18,05/02/2015 13:00,NULL,1,0.0721501,1
845,Waldmann,NULL,http://www.waldmann.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.384236,0
847,Walkstool,NULL,http://www.walkstool.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
848,Wall Industries,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
849,Wallace Cameron,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
850,Wallen Antennae,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.6,1
851,Walling,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
852,Walsin Technologies,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:00,NULL,1,0.436679,1
853,Walter Page,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
854,Walter Schrickel,NULL,http://www.ws-lamps.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.356522,0
855,Walther,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.344086,1
856,Walton,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.5,1
857,Wamco,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.555988,1
858,Wany Robotics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
859,Ward Leonard,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
860,Warmbier,NULL,http://www.warmbier.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00185185,0
861,Warner,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
862,Washers,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
864,Wasp Barcode,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
865,Waters & Stanton,NULL,NULL,1,NULL,10/08/2012 15:18,30/06/2015 18:43,NULL,1,0.0807692,0
866,Watson Marlow,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.794444,0
867,Watson Smith,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.5,0
868,Watson,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
869,Wavecom,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0933333,0
870,Wavelink,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
871,Wavetek,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
872,Way Forward,NULL,NULL,1,NULL,10/08/2012 15:18,30/06/2015 18:43,NULL,1,0.0777778,1
873,Waycom,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
874,Waytek,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,1
875,WD-40,NULL,http://www.wd40.de/,1,NULL,10/08/2012 15:18,15/08/2014 22:00,WD-40,1,0.0980132,0
876,WDC,NULL,http://www.westerndesigncenter.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0107239,1
877,Weald Electronics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.333333,1
878,Wearnes Cambion,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.230494,1
879,Wearwell,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
880,Webtec,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
881,WECO,NULL,http://www.weco.ca/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.048935,1
882,Weico Wire,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
883,Weicon,NULL,http://www.weicon.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0480519,0
884,Weidmuller,NULL,http://www.weidmueller.com/,1,NULL,10/08/2012 15:18,15/08/2014 19:58,Weidmüller,1,0.372491,1
885,Weintek,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
886,Weiss Elektrotechnik,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
887,Wej-It,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
888,Welding Star,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00833333,0
889,Weldon,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:00,NULL,1,0.1,1
890,Weldy,NULL,http://www.weldytool.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
891,Well Buying,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.193155,1
892,Wells CTI,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.259615,1
893,Welter,NULL,http://www.magnete-welter.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
894,Wemlite,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
895,Wenger,NULL,http://www.wenger.ch,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0280488,0
896,Wera,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.10188,0
897,Werma,NULL,http://www.werma.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.345356,0
898,Werner Wirth,NULL,http://www.wernerwirth.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0272727,0
899,Weschler Instrument,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.442857,0
900,Wesco,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
901,West Penn,NULL,http://www.westpenn-cdt.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.572617,0
902,Westdev,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
903,Westermo,NULL,http://www.westermo.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.421739,0
904,Western Design Center,NULL,NULL,1,NULL,10/08/2012 15:18,30/06/2015 18:43,NULL,1,0.793103,1
905,Western Digital,NULL,http://www.westerndigital.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0536775,0
906,Westin,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
907,Westinghouse,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00136986,0
908,WEZ,NULL,http://www.wez.ch,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
909,Wharfedale,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
910,Microsemi White Electronic,3320,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.983076,1
911,White Rodgers,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.449514,1
912,Whitecroft,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.136364,0
913,Whiteley,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.278,0
914,WI-SYS,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.625581,0
915,Wi2Wi,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.676074,1
916,Widap,NULL,http://www.widap.ch/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,1,1
917,Wieland,NULL,http://www.wielandinc.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.197825,1
918,Wiha Tools,NULL,http://www.wihatools.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.160648,0
919,Wika,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.307008,0
920,Wilbrecht Ledco,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
921,William Whiteley,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0794118,0
922,Willson,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
923,Wilson,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
924,WIMA,NULL,http://www.wima.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.6436,1
925,Winbond,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.151643,1
926,Winchester Kings,927,NULL,1,NULL,10/08/2012 15:18,30/06/2015 22:35,Winchester Electronics Kings,1,0.291137,1
927,Winchester Electronics,NULL,http://www.kingselectronics.com/,1,NULL,10/08/2012 15:18,05/02/2015 12:59,NULL,1,0.0442935,1
928,Wind River,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
929,Winegard,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
930,Winmate Communications,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 12:58,NULL,1,0,0
931,Winpoint,NULL,http://www.winpoint.com.tw/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
932,Winslow Adaptics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.466969,1
933,Wintec,NULL,http://www.wintecind.com/,1,NULL,10/08/2012 15:18,05/02/2015 12:59,NULL,1,0.743439,1
934,Wintegra,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,1
935,Wippermann,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.144928,0
936,Wire Pro,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.264706,0
937,WireXpress,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.512294,0
938,Wisher,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00869565,1
939,Wisi,NULL,http://www.wisi.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.127273,0
940,Wiska,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.112818,0
941,Witness,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
942,Witra,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.5,0
943,Witte,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.08,0
944,Wittig,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
945,Wixroyd,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.335252,0
946,WIZnet,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.345732,1
947,WJ Communications,NULL,http://www.wj.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
948,WJ Furse,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0421384,0
949,W.L. Gore,NULL,NULL,1,NULL,10/08/2012 15:18,30/06/2015 18:44,NULL,1,0,0
950,WLS,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,1
