manufacturerid,name,parentid,address,active,statusid,createddate,modifieddate,metaname,searchweight,icd_weight,isICD
1,Sprecher+Schuh,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.283978,1
2,Springmasters,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.146789,0
3,SPS,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
4,Square ONE,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.433333,0
5,Squire,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0222222,0
6,SR Components,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
7,SRC Devices,NULL,http://www.srcdevices.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.21486,1
8,SRT,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
9,SS White,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:31,NULL,1,0.1,0
10,Littelfuse SSAC,3002,NULL,1,NULL,10/08/2012 15:18,07/09/2014 17:52,Littelfuse SSAC,1,0.00813008,1
11,SSD,NULL,http://www.shishido-esd.co.jp/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
12,SSI Schaefer,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
13,SSI Technologies,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:31,NULL,1,0.499119,1
14,ST-Ericsson,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.357594,1
15,Stabila,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.000302115,0
16,Stabo,NULL,http://www.stabo.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
17,Stack Electronics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
18,Stack-On,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
19,Stackpole Electronics,NULL,NULL,1,NULL,10/08/2012 15:18,15/08/2014 20:11,NULL,1,0.845954,1
20,Staco Energy Products,NULL,http://www.stacoenergy.com/,1,NULL,10/08/2012 15:18,15/08/2014 18:57,Staco Energy,1,0.389001,1
21,Stacoswitch,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
22,Staedtler,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0791667,0
23,Staffall,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.375439,0
24,Stag Instruments,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
25,Stageline,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.292,0
26,Stahlin,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
27,Stahlwille,NULL,http://www.stahlwille.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0648822,0
28,Stancor,NULL,http://www.stancor.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.615088,1
29,Standa,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
30,Standard Abrasives,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
31,Standard Communications,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
32,Standard Crystal,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
33,Standard Fastenings,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
34,Standard Instruments,NULL,http://www.standardinst.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.32,0
35,Standard Microsystems,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 20:45,NULL,1,0.0707366,1
36,Standard Pneumatics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00555556,0
37,Standard-K,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.617822,0
38,Stanley Electric,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.155578,1
39,Stanley FAT MAX,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1975,0
40,Stanley Proto,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
41,Stanley Tools,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0042,0
42,Stanley Works,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
43,Stanley,NULL,http://www.stanley-components.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0828954,0
44,Stannol,NULL,http://www.stannol.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0870614,0
45,Star Micronics,NULL,http://www.starmicronics.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.128947,1
46,Starkstrom,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.238095,0
47,Starpoint Electrics,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:31,NULL,1,0.185714,1
48,Starrett,NULL,http://www.starrett.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.171866,0
49,Start International,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
50,Startco,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
51,Startech,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0627503,0
52,State of the Art,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.621928,1
53,Statech Systems,NULL,http://www.statech.ch/,1,NULL,10/08/2012 15:18,05/02/2015 13:31,NULL,1,0.0686567,0
54,Statek,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.05,0
55,Stateo,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
56,Static Control Components,NULL,NULL,1,NULL,10/08/2012 15:18,30/06/2015 19:54,NULL,1,0,0
57,Static Dynamics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
58,Static Solutions,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
59,Static Technologies,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
60,Statpower,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
61,Status,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0361702,1
62,Staubli,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.25,0
63,Stauff,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
64,STE Pluho,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
65,Steatite,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.284615,0
66,Steba,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.630769,0
67,STEC,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.418714,1
68,Steca,NULL,http://www.steca.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.31,0
69,Steepletone,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.133333,0
70,Steffen,NULL,http://www.steffen.ch,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.366667,0
71,Stego,NULL,http://www.stegousa.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.296598,0
72,Steinbach & Vollmann,NULL,http://www.stuv.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.134685,0
73,Steinel,NULL,http://www.steinel.net/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.131081,0
74,Steitz Secura,NULL,http://www.steitzsecura.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
75,Stellar Labs,NULL,http://www.stellarlabs.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.205876,0
76,Stelvio-Kontek,NULL,http://www.stelvio-kontek.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.462404,1
77,Stemo Export Trading,NULL,NULL,1,NULL,10/08/2012 15:18,15/08/2014 18:59,Stemo,1,0,0
78,Stens,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
79,Stephen J Bigelow,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
80,Stephenson Gobin,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.243333,0
81,Sterling Power,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,1,0
82,Sterling Safety Wear,NULL,NULL,1,NULL,10/08/2012 15:18,30/06/2015 19:54,NULL,1,0,0
83,Sterling Electric,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:42,NULL,1,0,0
84,Stetron,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
85,Stettner,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
86,Steute,NULL,http://www.steute.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.146552,1
87,Steward Warner,NULL,http://www.stewartwarner.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
88,Omron STI,1162,NULL,1,NULL,10/08/2012 15:18,30/06/2015 19:53,NULL,1,0.140554,1
89,Stig Ravn,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.127083,0
90,Stig Wahlström,NULL,http://www.wahlstrom.se/,1,NULL,10/08/2012 15:18,05/02/2015 13:31,NULL,1,0.8,0
91,Stimpson,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
92,STMicroelectronics,NULL,http://www.st.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.509596,1
93,Stockhausen,NULL,http://www.stoko.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
94,Stoner,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
95,Stontronics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.655319,0
96,Stop-choc,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
97,Storage Options,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0571429,0
98,StorCase,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
99,Store AGE,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
100,Storm Interface,NULL,http://www.storm-interface.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.28331,0
101,Stormguard,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
102,Stranglehold,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.4,0
103,Strauss,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.4,0
104,Streamlight,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.325871,0
105,Stripall,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
106,Strong Hand,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0333333,0
107,Strong Hold,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
108,Struthers-Dunn,NULL,http://www.struthers-dunn.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.370999,0
109,Stubs,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.8,0
110,Stucchi,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
111,Studer,NULL,http://www.studer-innotec.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.8,0
112,Sturtevant Richmont,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
113,Stylus,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
114,SUCO,NULL,http://www.suco.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.641026,0
116,Sullins,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.495324,1
117,Sumatec,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,1,0
118,Sumida,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.663822,1
119,Sumito,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
120,Sumitomo Electric,NULL,http://global-sei.com/,1,NULL,10/08/2012 15:18,05/02/2015 13:30,NULL,1,0.0786885,0
121,Sumitube,NULL,http://www.seipusa.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
122,Summit Microelectronics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0636364,1
123,Sun Microsystems,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
124,Sunbrite,NULL,http://www.sunbriteleds.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0588235,0
125,Suncon,NULL,http://www.sunelec.co.jp/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.85,1
126,Sundström,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
127,Sunix,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0686275,0
128,SunLED,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00036049,1
129,Sunnex,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.295,0
130,Sunny EMI,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.642857,1
131,Sunon,NULL,http://www.sunoneurope.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.152423,0
132,Sunpower,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.168269,0
133,Sunridge,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.05,0
134,SunTechnics,NULL,http://www.suntechnics.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
135,Sunthorn,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.5,1
136,Super Flower,NULL,http://www.super-flower.com.tw/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
137,Super Glove,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
138,Super Lube,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
139,Super Micro Computer,NULL,http://www.supermicro.com/,1,NULL,10/08/2012 15:18,05/02/2015 13:30,NULL,1,0.0447063,0
140,Super Talent,NULL,http://www.supertalent.com/home/index.php,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
141,Supercool,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00512821,0
142,Superior Cleanroom,NULL,NULL,1,NULL,10/08/2012 15:18,15/08/2014 19:03,Superior Cleanroom,1,0.05,0
143,Superior Essex,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.566292,0
144,Superior Insulated Wire,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.6,0
145,SuperRod,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.355556,0
147,Microchip Supertex,3306,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.680244,1
148,Sura Magnets,NULL,http://www.suramagnets.se/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,1,0
149,Sure-Seal,NULL,http://www.suresealconnections.com/,1,NULL,10/08/2012 15:18,05/02/2015 13:30,NULL,1,0.667633,0
150,Sure24,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0346154,0
151,Surelight,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.290323,0
152,Surge Components,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.923147,1
153,Susumu,NULL,http://www.susumu.co.jp/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.678515,1
154,SVTronics,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.111111,0
155,Swann Security,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.255691,0
156,Swann-Morton,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.208571,0
157,Swanstrom Tools,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:29,NULL,1,0.1,0
158,Sweex Europe BV,NULL,http://www.sweex.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
159,Swiss Army Knife,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.19558,0
160,Swiss Lights,NULL,http://www.swisslights.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
162,Swissbit,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.515271,1
163,Swissflow,NULL,http://www.swissflow.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
164,Swisstac,NULL,http://www.eao.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.181818,1
165,Switchcraft Conxall,166,NULL,1,NULL,10/08/2012 15:18,30/06/2015 22:53,Switchcraft Conxall,1,0.392448,1
166,Switchcraft,NULL,http://www.switchcraft.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.287564,1
167,Switched Mode,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,1,0
168,Syba,NULL,http://www.syba.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
169,Sybex,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
170,Sybren,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
171,Knowles Syfer,2787,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.915159,1
172,Sykes Picavant,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0857143,0
173,Sylvania,NULL,http://www.sylvania.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0485521,0
174,Symantec,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
175,Symbol Technologies,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0478261,0
176,Synapse Wireless,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.466942,0
177,Synatel Instrumentation,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:29,NULL,1,0.8,0
178,Synchroflex,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.113846,0
179,Synergistic Technology Solutions,NULL,NULL,1,NULL,10/08/2012 15:18,30/06/2015 19:50,NULL,1,0,0
180,Microchip Synergy,3286,NULL,1,NULL,10/08/2012 15:18,30/06/2015 22:45,Micrel Synergy Semiconductor,1,0,1
181,Synflex,NULL,http://www.synflex.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.361538,0
182,Synqor,NULL,http://www.synqor.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.423915,1
183,Synton-Tech,NULL,http://www.synton.com.tw/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,1
184,Sypris,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:29,NULL,1,0,0
185,SYR,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.05,0
186,Syracuse Relays,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:29,NULL,1,0,0
187,Syrelec,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.05,0
188,System Level Solutions,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.128333,0
189,System Plast,NULL,http://www.systemplast.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
190,System Zero,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.773077,0
191,Systemax,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.475,0
192,Systium,NULL,http://www.systium.com/,1,NULL,10/08/2012 15:18,05/02/2015 13:29,NULL,1,0.0412214,0
194,T&A Precision Grinding,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:29,NULL,1,0,0
195,T-Bar,NULL,http://www.occorp.com/,1,NULL,10/08/2012 15:18,05/02/2015 21:44,T-BAR (Olympic Controls),1,0.4632,0
196,T-Global Technology,NULL,http://www.tglobal.com.tw/,1,NULL,10/08/2012 15:18,05/02/2015 13:18,NULL,1,0.249725,0
197,Tacima,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.933333,0
198,Tadiran Batteries,NULL,http://www.tadiran.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.105466,1
199,Taehwatrans,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
200,Tag-Connect,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
201,Tai Tech,NULL,http://www.tai-tech.com.sg/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,1
202,Tai-Shing,NULL,http://www.tai-shing.com.tw/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,1,1
203,Taicom,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,1
204,Taicon,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,1
206,Taitron Components,NULL,http://www.taitroncomponents.com/,1,NULL,10/08/2012 15:18,05/02/2015 13:28,NULL,1,0.0204499,1
207,Taiwan Semiconductor,NULL,http://www.taiwansemi.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.852976,1
208,Taiway,NULL,http://www.taiway.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1808,1
209,Taiyo Yuden,NULL,http://www.t-yuden.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.580896,1
210,Takachi Electric,NULL,NULL,1,NULL,10/08/2012 15:18,30/06/2015 19:50,NULL,1,0.00748535,0
211,Takamisawa,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.153061,1
212,Takems,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.2,0
213,Takex,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.153333,1
214,Talco,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.125,0
215,Tallysman Wireless,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.306338,0
216,Talon Manufacturing,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:28,NULL,1,0.00833333,0
217,Tamiya,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.036,0
218,Tamron,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
219,Tamtorque,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.8,0
220,Tamura,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.639937,1
221,Tangit,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
222,Tansistor,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
223,Taoglas,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.427324,1
224,ams TAOS,5367,http://www.taosinc.com/,1,NULL,10/08/2012 15:18,07/09/2014 17:23,austriamicrosystems TAOS,1,0.503315,1
225,TapeCase,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
226,Tapeswitch,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.489855,0
227,Taplock,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
228,Tapping Screws,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
229,TARGET 3001!,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.333333,0
230,Targus,NULL,http://www.targus.com/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0168571,0
231,Tasker,NULL,http://www.tasker.it/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.2,0
232,Tatung,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.0333333,0
233,Tauber Electronics,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 13:27,NULL,1,0,0
234,Taunuslicht,NULL,http://www.taunuslicht.de/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.673392,0
235,Tavismanor,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.00526316,0
236,Tayio,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0,0
237,TB Davies,NULL,http://www.tbdavies.co.uk/,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
238,TBA Electro Conductive,NULL,NULL,1,NULL,10/08/2012 15:18,05/02/2015 21:34,TBA (Electro Conductive Products),1,0.04,0
239,TBB,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.2,0
240,TBH,NULL,NULL,1,NULL,10/08/2012 15:18,10/08/2012 15:18,NULL,1,0.1,0
